sample_id,precursor,combo,sec_hmaxima_rel,bin_method,sec_min_diam_um,n_sec,D_sec,circularity,convexity,aspect_ratio,solid_frac,area_weighted_solidity
C08-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C08-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C09-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,840,7.075295931567707,0.5973944940521966,0.863491940816309,1.4697769956179798,0.5215966560990338,0.8431358700188285
C09-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,916,5.965275567883342,0.5797931953819242,0.8506459442530536,1.4936042045569886,0.501469089673913,0.8200660418415441
C09-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,2422,4.093980274472972,0.6697416508497744,0.8590860972075192,1.4536435133692565,0.49041883680555554,0.783365451025983
C10-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C10-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C10-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C11-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C11-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C11-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C12-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,792,7.230612436623774,0.5757784207477419,0.8537392804667157,1.4632345788882128,0.5201492678140097,0.8279835301876712
C12-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,944,6.406602144311961,0.46076652858686584,0.7972271139262078,1.5285204595179458,0.5092079936594202,0.7564739288452191
C12-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,2193,4.686858389531491,0.6045112653876336,0.8387096774193549,1.4898210956693454,0.5166086390398551,0.790613707176249
C13-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C13-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C13-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C14-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,860,7.2108379092943435,0.539407329359213,0.8397130751991626,1.4852432329348715,0.5210343070652175,0.8095819573649584
C14-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,811,7.073052654255464,0.427220932490436,0.7863636363636363,1.5936131356294068,0.5192066727053141,0.7388230447201326
C14-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,2853,3.9998532032338936,0.6894881276327737,0.8658892128279883,1.4417472159232791,0.5022031627415459,0.8028806610295041
C15-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,806,7.470298208835922,0.565392485578059,0.8550839112143949,1.4638039137686394,0.5170360620471014,0.8287859455973333
C15-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,760,6.831048226830056,0.4752195501797156,0.8077677224736048,1.5593889776925458,0.5087263171799518,0.7627287142730845
C15-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,2307,4.298236193901963,0.6416347102865667,0.8510998307952623,1.4912578325389225,0.49364196482487926,0.7884847409964701
C16-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,724,7.68602787951827,0.5700341794074173,0.8596759340896177,1.457957058750305,0.5251014304045893,0.8321613843263475
C16-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,823,6.877362539903705,0.48696297253683646,0.8150851581508515,1.5138886520302153,0.5194581257548309,0.7743891178179491
C16-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,2050,4.496746102767638,0.6172011652052454,0.841719748052202,1.4771746283383367,0.5074657495471014,0.7661559078633529
C17-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,670,8.49430767298728,0.5472300985449516,0.8540117128520568,1.4339389925567225,0.5347075973731884,0.8238396634665226
C17-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,660,7.955933475978066,0.4340527594336081,0.8016584389163146,1.4843706594509212,0.5194633152173913,0.7596770221351608
C17-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,2056,4.622066576727708,0.591704510441696,0.8333333333333333,1.5247383162510455,0.5008288987016908,0.7787406322659259
C18-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,617,8.73203134663969,0.5064263690020401,0.840244731475187,1.5056106104590756,0.5264006831219806,0.8211329468382834
C18-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,731,7.140054964796276,0.46155794075321477,0.8031358885017422,1.5394801829043545,0.5161415874094203,0.7620736423623191
C18-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,1902,4.972759135779089,0.5641159546657849,0.8182518020855203,1.5192917661688825,0.5191151494565217,0.7719603939122939
C19-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,523,9.189028592430036,0.455211420365057,0.8126115407495539,1.5260542815155347,0.5220240791062802,0.783042587922113
C19-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,588,8.316816392920028,0.4212971124050948,0.7848041821559593,1.556362508148071,0.5132189764492753,0.7473110696364116
C19-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,1694,5.243095045493981,0.5352288924437204,0.806697718549187,1.6087864341121516,0.5011563066123189,0.7557205535844362
C20-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C20-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C20-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C21-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,519,9.373716779062981,0.4180210760851779,0.7900960827790096,1.5176935861086926,0.5223618659420289,0.7748099740602508
C21-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,720,7.619658215744005,0.38989007852590063,0.765112895911765,1.5829973226787901,0.5164685235507246,0.724024653930665
C21-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,1582,5.383492448491452,0.5328125311497816,0.810414221029683,1.5904452635020805,0.4980728223128019,0.7524920298453549
C22-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C22-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C22-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C23-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C23-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C23-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,0,,,,,,
C24-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,652,8.50552130381735,0.5002497359573335,0.8401557221053078,1.4808060410150434,0.533978713768116,0.8127033111795895
C24-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,691,7.571599912606972,0.44893417442150274,0.7946768060836501,1.531013996985813,0.5157160514794686,0.7591646235870476
C24-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,2123,4.625500506243265,0.5992908186161967,0.8321428571428572,1.5202135269724832,0.5101765360809178,0.7701011831940849
C25-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,645,8.54090314099356,0.5424899241930552,0.8515625000000001,1.4487775948182453,0.5347896852355073,0.8252499431189046
C25-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,845,6.964508322140447,0.4966073745673971,0.8181818181818182,1.5028436490179709,0.5252420176630435,0.7800025382914861
C25-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,1825,5.0582035897342195,0.5617816763707484,0.8183006535947713,1.5083882828230857,0.5217004453502415,0.7639631472223648
C26-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,581,8.979365360131526,0.42735095998516676,0.7985232067510548,1.5341689454044438,0.5138063292572465,0.7777242474857937
C26-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,542,8.65718639677494,0.42376325771510304,0.7964129950685762,1.5293378951407375,0.49259746754227046,0.7651740436584323
C26-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,1572,5.261226840402518,0.5174609589998093,0.7995062801407524,1.6016885498476094,0.49835871452294683,0.7511743173913724
C27-L,L,h0.15_otsu_d1.0,0.15,otsu,1.0,617,8.488710315280805,0.5204675930842405,0.8412698412698413,1.449567932168873,0.5352831559480676,0.8144469416713371
C27-M,M,h0.15_otsu_d1.0,0.15,otsu,1.0,691,7.533773198492564,0.4472051803699461,0.8011620400258231,1.4995107258414053,0.5203818500905797,0.7599279321121002
C27-S,S,h0.15_otsu_d1.0,0.15,otsu,1.0,1771,4.846683324112317,0.5575987080544625,0.8148148148148148,1.5366167060950164,0.5070472901570048,0.7412883072578058
C01-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1829,5.0456366048769885,0.5701236119931665,0.8375886524822694,1.568498906167519,0.49820491772342995,0.7960423782800087
C01-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2518,4.0156942680121945,0.6621034702503865,0.8619968258548549,1.525787642880628,0.48507463390700484,0.8036633001973449
C01-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,4409,3.427122644743577,0.8164916782241287,0.9084507042253521,1.4018782311316058,0.47596618357487924,0.8573708753064166
C02-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C02-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C02-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C03-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1578,5.3746412466382045,0.5612293910991731,0.8456350564255206,1.577452755850076,0.509663722826087,0.8071117157274867
C03-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2221,4.2237377220823085,0.6292143191391297,0.8557692307692307,1.5154100956046805,0.4961664024758454,0.8042208992522932
C03-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,4397,3.518528620850199,0.7922046349055146,0.9006622516556291,1.3989580833921036,0.48497980827294684,0.8548014041512308
C04-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1584,5.377592725422692,0.5682304048951435,0.8420252759558471,1.549508670221214,0.5020738979468599,0.8045963510823441
C04-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2223,4.393195946265654,0.6175973951575163,0.8489583333333334,1.5426012540377094,0.4939311594202898,0.794038587725939
C04-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,4222,3.536526327127732,0.7875563059874615,0.899641577060932,1.415498403810115,0.478316066576087,0.8520167102795955
C05-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C05-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C05-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C06-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C06-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C06-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C07-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1756,5.1422265579875965,0.5432705881638333,0.8237626405376547,1.608899462642781,0.4973562047101449,0.7803769859200983
C07-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2304,4.389580144681549,0.6081221435341891,0.8381622814381311,1.571345166758551,0.4868607525664251,0.7911127420874728
C07-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,4265,3.527538952173992,0.8084024497334533,0.9054054054054053,1.3978333906898268,0.47915770304951694,0.8538462526974019
C08-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C08-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C08-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C09-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1784,5.080120048353217,0.5757092733389032,0.8400527132752029,1.5990269646057198,0.5119041553442029,0.8047820435664985
C09-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2242,4.253693684128203,0.6418619963434529,0.8629330943847073,1.5411644788210026,0.5003576011473431,0.8129337408731823
C09-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,4547,3.399221589132705,0.8260551185802474,0.9108527131782946,1.3955768649783098,0.47751075634057977,0.8604001772293188
C10-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C10-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C10-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C11-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C11-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C11-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C12-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1720,5.273280067746964,0.565244339475751,0.8376413750111319,1.5668610601624673,0.5064646550422706,0.8020187189199893
C12-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2395,4.371465247739782,0.6084000072919475,0.8401534526854221,1.5730645417336138,0.49237762303743965,0.7976017142880875
C12-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,3755,3.7117066869195305,0.7478355813294667,0.8852459016393444,1.4437014267959527,0.48301771965579704,0.8379072896142653
C13-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C13-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C13-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C14-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1867,5.020408263779298,0.5648025409840286,0.8341836734693878,1.554326340367658,0.5010822388285024,0.7931861409698656
C14-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2420,4.371465247739782,0.6092893131840159,0.8395644071744701,1.5579847794589419,0.4932239772041063,0.7920029570180961
C14-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,4200,3.518528620850199,0.7797933354446875,0.893567769897557,1.427227070966862,0.48081502868357484,0.8427642424683363
C15-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1738,5.28230108471508,0.5736439394178761,0.8431493572740257,1.5735961999576078,0.5086725354770532,0.8060977369707464
C15-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2210,4.47906457451088,0.627449118477539,0.852872719756085,1.532626997260342,0.49837050875603867,0.7979333864973163
C15-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,4126,3.572249721942558,0.7763667551982634,0.8962459876301574,1.4436727476403073,0.4802055027173913,0.8474695877809073
C16-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1589,5.503043830830882,0.5542329216135187,0.8398148148148149,1.5466175850295065,0.5062240526871981,0.8036191684823006
C16-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2184,4.521387384732147,0.6098519187046684,0.844197640117994,1.558237733903347,0.49802753245772946,0.7949277379865135
C16-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,4154,3.536526327127732,0.7747700573338832,0.8915284625728374,1.4250566548075767,0.4824836767814009,0.843374498946938
C17-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1568,5.670657983793729,0.5283933188072365,0.8236024542267238,1.592111317349044,0.506399550875604,0.7851150823872244
C17-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1997,4.7940004189952035,0.5628460297805749,0.8217821782178218,1.602917565132589,0.49499877339975845,0.7723932400543153
C17-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,3479,3.8378480402648627,0.703874437681908,0.8722466960352422,1.489778091335589,0.48013190670289857,0.8201257922656688
C18-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1642,5.543275496273416,0.5197342949063501,0.8177707534356023,1.617133256842199,0.49683584314613527,0.7834094099409082
C18-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2269,4.542400917235657,0.5918372244098343,0.8365384615384615,1.5583780603136408,0.48970410628019323,0.7847319186095734
C18-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,3553,3.8046192932688725,0.708288606842735,0.8702702702702704,1.4665181325916903,0.4826068085748792,0.8240451814388552
C19-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1509,5.789762428247603,0.486542068096148,0.7994579945799459,1.6211082875404108,0.49358299365942027,0.7598732506135668
C19-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1968,5.014081344739102,0.5409810084315392,0.8133478741206479,1.6197087123024099,0.4908453162741546,0.7606187653660339
C19-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,3177,4.007781562259003,0.6616581428905339,0.8568232662192393,1.5674825326204163,0.48415279664855077,0.8067343755668254
C20-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C20-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C20-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C21-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1679,5.456701584028908,0.49229804604101846,0.7958287596048298,1.658569968599008,0.48651824803743965,0.7522310118090021
C21-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2200,4.740732094352511,0.5290327992267139,0.8030114945681992,1.6295801205174176,0.4805168704710145,0.7520971164210911
C21-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2661,4.385964343097444,0.5929462346249216,0.8284023668639052,1.625257824436792,0.48054423309178745,0.7785902736542862
C22-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C22-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C22-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C23-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C23-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C23-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,0,,,,,,
C24-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1538,5.687426854508109,0.5094307215830974,0.8145784804083346,1.6282494945835904,0.498371452294686,0.7778041123002956
C24-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1896,4.823704230756274,0.5539590439665667,0.8212339941662135,1.5928156528418915,0.4889893757548309,0.767487593874575
C24-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,3990,3.6426456460683796,0.7481342920389565,0.8838639071756345,1.468702604408576,0.4813905872584541,0.8368527600252637
C25-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1298,6.02880846388826,0.5214458242393851,0.8261355932203389,1.588579186570592,0.5065939198369566,0.7862132923308403
C25-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2193,4.563317685959601,0.6082610257197236,0.8461538461538463,1.5681497962393136,0.4991083559782609,0.797712067251539
C25-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,3475,3.8129536281046623,0.7155880329305783,0.8757396449704141,1.483054661319307,0.4864295554045894,0.8222940085691447
C26-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1755,5.297304247100458,0.5071762166028447,0.8014492753623188,1.6444777015577876,0.48123160099637685,0.764272835457896
C26-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1660,5.345028672818396,0.48790109974279794,0.7876663194512686,1.6702198054110016,0.4747216560990338,0.7469294665883927
C26-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,2741,4.261149769927706,0.6088487453960723,0.8324324324324325,1.6155172947957248,0.4785613866243961,0.7804107577938834
C27-L,L,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1631,5.491494932832067,0.5478496000955846,0.8358208955223881,1.5800206188919381,0.5088876622886472,0.795666005749965
C27-M,M,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,1950,4.717236856231072,0.5841470481934379,0.8360359768907564,1.5672302266166036,0.4965207012379227,0.7794377236002521
C27-S,S,h0.15_local_adaptive_d1.0,0.15,local_adaptive,1.0,3953,3.6339207337885258,0.7344877187801331,0.8794642857142856,1.4754906971577928,0.4815892021437198,0.8298274875664396
C01-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,697,7.927958711367745,0.5312853094299733,0.8470948012232415,1.470652784879096,0.5022418478260869,0.8065100791431825
C01-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,732,6.9690588017547075,0.44599139608559796,0.8038064696040156,1.5234774553073867,0.485321369263285,0.7468518375614072
C01-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,2456,4.238742166217072,0.6508515601082837,0.8555023187322799,1.4623348393771527,0.49313858695652174,0.7909272507887283
C02-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C02-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C02-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C03-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,731,7.605065710662343,0.6094767496315334,0.8742138364779873,1.430305653624748,0.5106421724033816,0.855422236171575
C03-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,672,7.491514716949809,0.47998984650287246,0.8152440282172277,1.4850611240208016,0.4895842768719807,0.7844392206781482
C03-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,2244,4.493216472568831,0.6120556890895215,0.8369590676819678,1.48308978537949,0.5150989772041062,0.7721527759053375
C04-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,621,8.371982639286143,0.5624999699257829,0.8659793814432989,1.4189465895655684,0.50851921044686,0.8386231064573418
C04-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,699,7.294000549630446,0.44296521314239884,0.7964169381107492,1.5380947409515169,0.5012799101751207,0.7421535442401257
C04-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,2057,4.584139015461902,0.5965192354929807,0.8346456692913387,1.506221465930009,0.5045261548913044,0.767688029916277
C05-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C05-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C05-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C06-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C06-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C06-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C07-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,683,8.027435108004374,0.4719106574242317,0.8221726190476191,1.5140945882750974,0.5108205012077295,0.7945975602805072
C07-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,608,7.887807650626819,0.4029423662025113,0.76957604537387,1.5813844706915874,0.5017030872584541,0.7150576489484006
C07-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,2375,4.356917902080675,0.6295805987687432,0.8468468468468467,1.4659287837154285,0.5040775022644928,0.7828738246763927
C08-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C08-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C08-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C09-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,715,7.7661466117142375,0.5682863046180162,0.8598848368522074,1.4560218279001798,0.5215966560990338,0.8315560470736507
C09-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,701,7.162249780419965,0.5273752235129412,0.8344079718640095,1.5037753656115884,0.501469089673913,0.8057802914485002
C09-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1974,4.4040196115479695,0.6121657263085691,0.8402752156745767,1.506560537252234,0.49041883680555554,0.7540754066735003
C10-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C10-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C10-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C11-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C11-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C11-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C12-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,681,7.855555745370387,0.5565253560264796,0.8478664192949907,1.4704769778459206,0.5201492678140097,0.8191506612414226
C12-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,717,7.512676060466802,0.4028649093056125,0.7754098360655738,1.568669609217298,0.5092079936594202,0.7338485271638773
C12-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1860,5.092601944016122,0.5563120200153593,0.8192966903073287,1.5333442750317745,0.5166086390398551,0.7670929303041977
C13-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C13-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C13-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,0,,,,,,
C14-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,721,7.987793210868281,0.5107579073309203,0.8311791084146664,1.4855669712356172,0.5210343070652175,0.7965595144610447
C14-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,609,8.295802869237733,0.3661660985129985,0.7601226993865031,1.6206311167160303,0.5192066727053141,0.7130730409930157
C14-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,2440,4.227492158576884,0.6467578608544823,0.8488814666877644,1.4697729718334793,0.5022031627415459,0.7801764357182442
C15-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,686,8.119829678293263,0.5484209891145744,0.8493516477884271,1.4548971311883094,0.5170360620471014,0.8176061324341906
C15-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,561,8.074748494756635,0.4267783177009144,0.7987421383647798,1.5713944507423743,0.5087263171799518,0.7417645752586342
C15-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1915,4.680080571972979,0.5856176936522886,0.8294573643410853,1.529007389529946,0.49364196482487926,0.7636879812194464
C16-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,636,8.377667982694241,0.5529447812631101,0.8541166565153524,1.4734105032732856,0.5251014304045893,0.8221629640938821
C16-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,625,8.15299400961574,0.4287704082077605,0.7974882260596546,1.5317311111040997,0.5194581257548309,0.7525516814832653
C16-S,S,h0.18_otsu_d1.0,0.18,otsu,1.0,1647,4.9695673763539245,0.5603991903960003,0.8171557562076749,1.5220084155526512,0.5074657495471014,0.7357046062131114
C17-L,L,h0.18_otsu_d1.0,0.18,otsu,1.0,574,9.144008867956092,0.5224197213205852,0.8495852049259601,1.4421248335373562,0.5347075973731884,0.8117458409911249
C17-M,M,h0.18_otsu_d1.0,0.18,otsu,1.0,510,9.252703663873437,0.37649069734700014,0.784840787101185,1.4909191205801198,0.5194633152173913,0.7425978109425074
