sample_id,precursor,combo,sec_hmaxima_rel,bin_method,sec_min_diam_um,n_sec,D_sec,circularity,convexity,aspect_ratio,solid_frac,area_weighted_solidity
C26-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1075,6.253658167142827,0.42495682023407005,0.7658349328214972,1.6579161503378084,0.49835871452294683,0.7073058136576239
C27-L,L,h0.21_otsu_d1.0,0.21,otsu,1.0,462,10.132083765050389,0.48638704369843855,0.8267451371573584,1.4806230483190657,0.5352831559480676,0.793566201621377
C27-M,M,h0.21_otsu_d1.0,0.21,otsu,1.0,408,10.46339280519176,0.3537015774799711,0.7632083996231136,1.528380226282942,0.5203818500905797,0.7265241180855913
C27-S,S,h0.21_otsu_d1.0,0.21,otsu,1.0,1108,5.898388016186418,0.44722525619201403,0.768383244948182,1.6383737310347843,0.5070472901570048,0.6836878187536201
C01-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1372,5.751255267505358,0.5022791389686256,0.8206942943219189,1.5745654424530942,0.49820491772342995,0.7757569308666374
C01-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1857,4.5284027301221546,0.582421364215815,0.834710743801653,1.5487159641820654,0.48507463390700484,0.772059832654987
C01-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3688,3.6643644810728984,0.755105708040827,0.888888888888889,1.466649577567446,0.47596618357487924,0.8293403794659902
C02-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C02-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C02-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C03-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1210,6.0812338918072095,0.5311053188016277,0.8371231696813093,1.5479333741175245,0.509663722826087,0.7992430537804817
C03-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1604,4.947159154840088,0.555820495786175,0.8289728313685722,1.5446887377922331,0.4961664024758454,0.7800152316486785
C03-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3721,3.720249176209294,0.7441437838180562,0.8846153846153847,1.4501318398196146,0.48497980827294684,0.8276798452695522
C04-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1232,6.047209632298272,0.5040900605942609,0.8248562425854422,1.5589021428959149,0.5020738979468599,0.7899748468337695
C04-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1593,5.1267714004225615,0.5329247622980614,0.82,1.608123085595185,0.4939311594202898,0.7607129344204426
C04-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3556,3.7668842426879627,0.7357241635346401,0.8814697562894555,1.4644862817748865,0.478316066576087,0.8238919737314178
C05-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C05-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C05-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C06-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C06-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C06-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C07-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1296,5.866015968163055,0.4769751666168642,0.8080096189419164,1.6390369430223601,0.4973562047101449,0.7583936104189618
C07-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1647,5.033038241633877,0.5278031207123124,0.8105515587529977,1.6300754490717246,0.4868607525664251,0.7507741095745651
C07-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3553,3.7878956110204745,0.7466467750549851,0.8856382978723405,1.4602748034556172,0.47915770304951694,0.8229871372657634
C08-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C08-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C08-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C09-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1362,5.781531832828592,0.5285437489193674,0.8236945476281969,1.5962601423429497,0.5119041553442029,0.7878219266218379
C09-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1665,4.88582272134439,0.5680427551286701,0.8386654478976234,1.5801636472361444,0.5003576011473431,0.7898968407787279
C09-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3673,3.660033074925209,0.7609426409893043,0.8905109489051095,1.4593525583678801,0.47751075634057977,0.8279777762907385
C10-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C10-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C10-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C11-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C11-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C11-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C12-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1331,5.989188834889949,0.5107305861943294,0.8250000000000001,1.5793327146386558,0.5064646550422706,0.7854072392532729
C12-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1760,5.0707394295039165,0.5212070266248586,0.8101539994368516,1.6151476271962855,0.49237762303743965,0.7628841384198654
C12-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3029,4.0550261985540725,0.66784030876441,0.858910891089109,1.5241783696127171,0.48301771965579704,0.8053642421969922
C13-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C13-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C13-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C14-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1384,5.778786565432402,0.5041605112351374,0.816952088212334,1.5568982646564309,0.5010822388285024,0.7704856482068215
C14-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1852,4.982326235288772,0.5426820169017437,0.8158236803606975,1.607355152243915,0.4932239772041063,0.759838111060895
C14-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3448,3.79626666125431,0.7056106950787162,0.8707809323832287,1.4923922347745118,0.48081502868357484,0.8120157880147687
C15-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1344,5.911836291989456,0.5176227716348241,0.826611790674147,1.5759080591108394,0.5086725354770532,0.7871164614682273
C15-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1616,5.105053321391226,0.5396413010325611,0.8235476606305727,1.5595325954472543,0.49837050875603867,0.7649935081923932
C15-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3429,3.829567883822151,0.7069857605842734,0.872549019607843,1.508339335097559,0.4802055027173913,0.8194086441946478
C16-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1246,6.11247332399022,0.5178018923666121,0.8301087846531758,1.55563260659179,0.5062240526871981,0.785773736364694
C16-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1611,5.1944341779621475,0.5288005849573189,0.8146853146853148,1.6179231250090576,0.49802753245772946,0.7627970075388297
C16-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3392,3.8378480402648627,0.6993546326678495,0.8682301487534047,1.4907952292876194,0.4824836767814009,0.8128822249695078
C17-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1204,6.399167958528461,0.4664227701075695,0.8036562225421099,1.5813184790763994,0.506399550875604,0.7663642859846231
C17-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1400,5.6341521045900365,0.4679623962723095,0.7899815787424106,1.6361580091264996,0.49499877339975845,0.7339844055345268
C17-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,2706,4.312981472867047,0.620684999860605,0.8384615384615385,1.5661685496662408,0.48013190670289857,0.782487918432228
C18-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1275,6.253658167142827,0.4645079724876967,0.8006535947712418,1.6286586596294548,0.49683584314613527,0.7656616845753125
C18-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1725,5.0456366048769885,0.5258114452939263,0.8103130755064457,1.6138891489512162,0.48970410628019323,0.750667612975572
C18-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,2825,4.2237377220823085,0.6283990611061421,0.841860465116279,1.5463141658633184,0.4826068085748792,0.7878074467077558
C19-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1110,6.524438522725676,0.42384139140664057,0.7787784463719873,1.6327470436806089,0.49358299365942027,0.7324683770236037
C19-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1438,5.778786565432402,0.4587627774902375,0.7772543445959041,1.6789017211905142,0.4908453162741546,0.7253525660728299
C19-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,2538,4.471971831225634,0.5903101909130959,0.8280588062019656,1.6377147629563962,0.48415279664855077,0.7728800269506876
C20-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C20-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C20-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C21-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1232,6.187318015728304,0.42376755647765574,0.7682998387200539,1.6633998318269265,0.48651824803743965,0.7183790223286287
C21-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1653,5.368731798730674,0.46359838542730697,0.7739837398373983,1.6682344499147086,0.4805168704710145,0.7163592435042521
C21-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,2106,4.853228476755571,0.5313153794065112,0.8044749627370887,1.6633715371782158,0.48054423309178745,0.7452090088633069
C22-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C22-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C22-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C23-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C23-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C23-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,0,,,,,,
C24-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1175,6.409083395909149,0.45978056889888635,0.8009015777610818,1.6207364435440508,0.498371452294686,0.7549946025108457
C24-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1340,5.642599124006871,0.46599532984947517,0.7860328225628819,1.628946206399881,0.4889893757548309,0.7269121972587935
C24-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3296,3.903457032819381,0.6793392108202017,0.8612451696006871,1.5326675646764425,0.4813905872584541,0.8060644495331443
C25-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,986,6.838016319744554,0.45000464786078404,0.8082097902097902,1.6074134790791796,0.5065939198369566,0.7656264665775767
C25-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1598,5.237037163580257,0.5266437271131837,0.8212350827930792,1.6209412107571466,0.4991083559782609,0.7648516495595066
C25-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,2659,4.231246595071459,0.6304701535890141,0.8440366972477064,1.5658270941041896,0.4864295554045894,0.7798357116125773
C26-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1340,6.115067753798197,0.4345279413663735,0.7787866613097629,1.6484239832196952,0.48123160099637685,0.7377614983214308
C26-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1203,6.041958038053411,0.416785323346835,0.7620087336244541,1.6889027351271537,0.4747216560990338,0.7161812649434557
C26-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,2087,4.740732094352511,0.5375398657666346,0.8023255813953488,1.6902390954359687,0.4785613866243961,0.7405538324190727
C27-L,L,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1218,6.169330494211794,0.4869872802309308,0.8223250777771001,1.5985641054126003,0.5088876622886472,0.7749239762883945
C27-M,M,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,1382,5.557572633789759,0.49741698193887773,0.8050053498264568,1.6110587002699615,0.4965207012379227,0.7399978295144338
C27-S,S,h0.21_local_adaptive_d1.0,0.21,local_adaptive,1.0,3172,3.9559611767175857,0.6579183203669858,0.8552878191805227,1.5478079585048148,0.4815892021437198,0.794710888616022
C01-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,488,9.276692935525853,0.4800723495088543,0.8281766650921114,1.464744513264781,0.5022418478260869,0.7788324389295933
C01-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,353,10.225641952390951,0.3497944008079548,0.7625624449015573,1.535606249935781,0.485321369263285,0.7100651268281725
C01-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,1629,5.039341360248559,0.5299095584124961,0.8046181172291297,1.559140906021582,0.49313858695652174,0.7320787051274644
C02-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C02-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C02-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C03-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,520,9.023446775974055,0.5791512624971982,0.8670384138785625,1.4274911287789949,0.5106421724033816,0.8375014880338911
C03-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,384,10.322963976905164,0.40657609776122194,0.796018288705392,1.4663076947583267,0.4895842768719807,0.7659698994436703
C03-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,1424,5.389385713170519,0.4898218852820919,0.7838921561870631,1.6092786491175586,0.5150989772041062,0.7091719645794587
C04-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,461,10.053454438825739,0.5299413957177493,0.8500255493101686,1.4243793498053332,0.50851921044686,0.8187509094952929
C04-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,379,10.333722100782232,0.33559008721536354,0.7613636363636364,1.5684580252880225,0.5012799101751207,0.7021060663431336
C04-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,1340,5.430459494331032,0.4820315274196766,0.7889598587526614,1.6039397818953636,0.5045261548913044,0.710416428848646
C05-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C05-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C05-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C06-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C06-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C06-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C07-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,481,9.581377002423983,0.41721973548394586,0.7968835429196283,1.513971924279847,0.5108205012077295,0.7684547212198862
C07-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,333,11.01185454058075,0.29050013705255673,0.729608938547486,1.6085532650499996,0.5017030872584541,0.6719082205707642
C07-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,1532,5.209688633287113,0.5227775363457716,0.8,1.5632919105473913,0.5040775022644928,0.7210301074606168
C08-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C08-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C08-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C09-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,511,9.521555125190904,0.49955410986102494,0.8391118036618621,1.4621583934213076,0.5215966560990338,0.8109232699059219
C09-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,400,9.863772507270212,0.4249436828352726,0.810206962503452,1.5109142143306902,0.501469089673913,0.7806354705376658
C09-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,1178,5.3062844292839735,0.5121874707527784,0.7948459171030018,1.6453329989968588,0.49041883680555554,0.6875879098435967
C10-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C10-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C10-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C11-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C11-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C11-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C12-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,482,9.29202354225114,0.4916942761166896,0.8288636913401064,1.4575103909240226,0.5201492678140097,0.7953616426753548
C12-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,370,10.37509562489355,0.29667140632669975,0.7287719855901673,1.5861871140303334,0.5092079936594202,0.6865385934741304
C12-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,1229,6.115069957136806,0.4535322848038618,0.7726550079491256,1.6363703389197741,0.5166086390398551,0.7121368124634098
C13-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C13-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C13-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C14-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,501,9.504871118812462,0.43045085124937965,0.8106134371957157,1.5215120139997638,0.5210343070652175,0.7624046866024522
C14-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,320,11.316030674781034,0.2761539901158456,0.7143472654435419,1.6148916700713536,0.5192066727053141,0.6687373130978265
C14-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,1593,5.0519240049546825,0.5214160872786577,0.8016877637130801,1.5818295338431676,0.5022031627415459,0.7244357826258984
C15-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,494,9.66384807190231,0.49309506796082403,0.8382832272413528,1.4770864803414034,0.5170360620471014,0.794242455081762
C15-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,293,10.907584237669164,0.3352986111304551,0.7551020408163266,1.5745631763890384,0.5087263171799518,0.7178168512529314
C15-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,1159,5.833459368372237,0.476306272984669,0.7820895522388059,1.6583968298363896,0.49364196482487926,0.6971467871285753
C16-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,455,9.9103487830762,0.49289444686562434,0.8396299151888974,1.4969980793469737,0.5251014304045893,0.7976836977859924
C16-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,338,10.926483562115873,0.3220283834748572,0.7602101682106728,1.5660668174111692,0.5194581257548309,0.7150357530867191
C16-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,943,6.120258816752761,0.43962482856367807,0.773224043715847,1.604707574500639,0.5074657495471014,0.6696828075479055
C17-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,432,10.364393323668484,0.4775782756032433,0.8374950236652365,1.4723445711223024,0.5347075973731884,0.788378395783004
C17-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,299,12.266423519909438,0.2882968616230176,0.7407894736842106,1.480349729340476,0.5194633152173913,0.7160268522507646
C17-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,1091,6.273929397508653,0.4457308589995984,0.7683664649956785,1.6605015417290958,0.5008288987016908,0.6957802231378591
C18-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,388,10.941000728272481,0.4242574256982087,0.8117440403055018,1.526311281622069,0.5264006831219806,0.7884487260882214
C18-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,322,11.582260708560167,0.32981019405010636,0.7495931254045629,1.5885964565428377,0.5161415874094203,0.7029561232536816
C18-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,954,6.642563811372897,0.40087812778709764,0.7449261819987375,1.648058738601781,0.5191151494565217,0.6865766321259162
C19-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,326,11.67914964925576,0.3787185251660223,0.7933799006235687,1.5378461039337372,0.5220240791062802,0.7473230709219643
C19-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,269,12.492078988931826,0.2903021416531892,0.7376561570493755,1.575781614553919,0.5132189764492753,0.6951238337054444
C19-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,854,6.9667865390417045,0.3916009912393291,0.7364614025766117,1.720773730904419,0.5011563066123189,0.6765844632954308
C20-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C20-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C20-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C21-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,294,11.91726511411259,0.316914227902082,0.758755330449003,1.5604668640427746,0.5223618659420289,0.7305239555612968
C21-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,341,10.35826779355976,0.26231943208776576,0.7093645484949833,1.6121823701194469,0.5164685235507246,0.6539078252991853
C21-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,828,7.243778991549509,0.3856547266251272,0.7472511366165389,1.6896617039572563,0.4980728223128019,0.6760249092329909
C22-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C22-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C22-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C23-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C23-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C23-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,0,,,,,,
C24-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,391,10.816990542549377,0.43456451470265944,0.81311706629055,1.488225947687519,0.533978713768116,0.7682469593836194
C24-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,337,11.408294214899001,0.3280703599992012,0.7498786996603591,1.537826780722968,0.5157160514794686,0.7216938301135553
C24-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,1025,6.08384386391535,0.43057153142246934,0.7587740978744438,1.6923750831769455,0.5101765360809178,0.6787692526633902
C25-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,380,11.12362876132938,0.4342012012525407,0.8224826698120924,1.5039704196341976,0.5347896852355073,0.7806590121822384
C25-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,371,10.555585862550599,0.3554048753411007,0.767786299920656,1.5370980054493937,0.5252420176630435,0.7145405681613656
C25-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,867,7.005409538308847,0.3864665610477126,0.7459807073954984,1.6404614552297214,0.5217004453502415,0.6744216776992332
C26-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,348,11.687161254174171,0.3393639985238034,0.7686405980016527,1.5782447773150565,0.5138063292572465,0.736768928053197
C26-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,293,12.29485694942312,0.2937508439284402,0.7499238037183785,1.510840424077319,0.49259746754227046,0.7196212194160788
C26-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,815,7.148941159852801,0.3638513730751516,0.7371638141809291,1.679864297530157,0.49835871452294683,0.6761140325964664
C27-L,L,h0.25_otsu_d1.0,0.25,otsu,1.0,375,11.05788130143896,0.4467432555783481,0.8193869096934548,1.5016984564565514,0.5352831559480676,0.7762396995861911
C27-M,M,h0.25_otsu_d1.0,0.25,otsu,1.0,317,11.645131754638804,0.3221257169812865,0.7448347107438016,1.5684536531395012,0.5203818500905797,0.7066681235416169
C27-S,S,h0.25_otsu_d1.0,0.25,otsu,1.0,768,6.984985541498439,0.36448888037896265,0.73277966367757,1.671528406060611,0.5070472901570048,0.6470117301673107
C01-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1164,6.171907486155938,0.4826760814680384,0.8178704680252668,1.5597696704358437,0.49820491772342995,0.7668139117307425
C01-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1451,5.206642030705284,0.5087392141472017,0.814516129032258,1.5929361252330974,0.48507463390700484,0.7513767749916546
C01-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,3240,3.8625820108126097,0.6977087274265485,0.8711834486654428,1.5071424061208856,0.47596618357487924,0.808616216393632
C02-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C02-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C02-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C03-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1026,6.548716523448213,0.4999650775051767,0.8269130845536137,1.5237439389826473,0.509663722826087,0.7936141457374308
C03-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1274,5.514568542576236,0.504761801221287,0.8153453988695312,1.5672207720378108,0.4961664024758454,0.7670170739507713
C03-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,3339,3.8707915461331637,0.6995044471020785,0.8702290076335878,1.4923780893520109,0.48497980827294684,0.8100408147677084
C04-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1033,6.531732929306574,0.48046005399547925,0.8160000000000001,1.5455715331329676,0.5020738979468599,0.7806176887694871
C04-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1252,5.600247964261322,0.48669639040542667,0.8015898050596177,1.659285924289687,0.4939311594202898,0.734950077056056
C04-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,3151,3.9519490415798333,0.6947716572297067,0.8688524590163934,1.507719727820931,0.478316066576087,0.8027861513531814
C05-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C05-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C05-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C06-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C06-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C06-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
C07-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1041,6.473151181567945,0.4338109595164673,0.7872195785180149,1.613625258585748,0.4973562047101449,0.7434214308849696
C07-M,M,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,1317,5.474125901660642,0.4819040531707697,0.7939698492462313,1.6572609614741673,0.4868607525664251,0.7268686302754334
C07-S,S,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,3072,3.9599733118553386,0.68082392764789,0.8641796902875901,1.5213776825535645,0.47915770304951694,0.8002464510229134
C08-L,L,h0.25_local_adaptive_d1.0,0.25,local_adaptive,1.0,0,,,,,,
