sample_id,condition_id,precursor,T_C,beta,t_hold,precursor_D50,bimodal,blend_ratio,D10,D50,D90,Span,D10_selfcalc,D50_selfcalc,D90_selfcalc,Span_selfcalc,D_value_source,B_bimodal,peak1_um,peak2_um,w_small,separation,bimodal_r2,note,n_modes,mode_positions_um,D_sec,aspect_ratio,circularity,convexity,D_pri_sem,n_sec,n_pri,D_pri_sem_classic,n_pri_classic,primary_segmentable,acf_scale_um,edge_density,xrd_instrument,two_theta_offset_applied,zero_offset_hits,hydrate_index,resolution_ratio,D_XRD_reliable,D_XRD,D_XRD_003,D_XRD_104,D_XRD_n_peaks,D_XRD_WH,microstrain_WH,wh_r2,wh_n_peaks,lattice_a,lattice_c,c_a_ratio,zero_shift,compaction_density,hier_size_ratio,T_K,inv_T_K,Theta,t_eff,M_D,M_D_agg,M_B,dRho_M,M_B_note
C14-S,C14,S,900.0,5.0,15.0,3.67,0,1.0,0.297,1.77,2.95,1.495,0.2612068965517241,1.561111111111111,2.5976923076923075,1.4966810462822244,instrument,1.5585678786799206,0.2428919701672894,1.7153346602028254,0.1681139476258398,4.635450837632826,0.9999732690146698,ok,2.0,"[0.276, 1.88]",3.919687693400157,1.429371122952566,0.7057355863466722,0.8705882352941177,,3001,0,,0,False,0.268,0.1293,1,0.0300000000000013,5,0.0,1.849196428544853,True,65.35184172332542,58.08641394546365,72.6172695011872,2,82.52667175611383,0.0003232259241791,0.1874109094842549,7,2.9828573721059968,15.991314571488898,5.361072480712847,-0.0890005324346303,3.055,,1173.15,0.0008524059156970548,15.174386742848624,15.171485027471801,0.06529209621993125,0.6138260074482111,,,
C14-M,C14,M,900.0,5.0,15.0,9.7,1,0.3,0.371,2.64,7.02,2.521,0.3273448275862068,2.32428772919605,6.192340425531915,2.523351788280685,instrument,0.7192273622840287,0.2350347471369593,2.644639808820759,0.1007080539634194,3.570853243501639,0.9997133521939322,ok,2.0,"[0.276, 2.13]",9.27841144592807,1.6335823938977307,0.3315985604989327,0.7425066220549281,,479,0,,0,False,0.1861,0.1377,1,0.0200000000000013,5,1.0062769719436144,2.015791091060112,True,58.39167015024934,52.243365491605736,64.53997480889295,2,68.48746659128958,0.0002505539648357,0.1375893020039322,7,2.9823662050857567,16.00070699071443,5.365104715654574,-0.0751316695388109,3.285,,1173.15,0.0008524059156970548,15.174386742848624,15.171485027471801,0.06529209621993125,0.6138260074482111,0.44456300246875674,0.009500000000000064,computed
C14-L,C14,L,900.0,5.0,15.0,12.4,0,0.0,0.345,2.34,6.12,2.467,0.3041990950226244,2.063559950556242,5.399999999999998,2.4694222736798985,instrument,0.3402401981073997,1.0686133119588956,2.3899399044182177,0.331307953320779,0.5134802752199135,0.9989587895028438,ok,2.0,"[0.276, 2.13]",9.27838873842304,1.5212046451091423,0.4369683142439774,0.8150891407152254,,526,0,,0,False,0.1638,0.1445,1,0.0400000000000013,5,0.6942422070975074,1.9600961288791328,True,61.14925233381459,55.29442794943003,67.00407671819914,2,75.23686067670126,0.000303825161574,0.1893215610831464,7,2.983344727264889,15.99382497124368,5.361038174729044,-0.0827944574658168,3.37,,1173.15,0.0008524059156970548,15.174386742848624,15.171485027471801,0.06529209621993125,0.6138260074482111,,,
C15-S,C15,S,900.0,5.0,20.0,3.67,0,1.0,1.17,2.71,5.74,1.685,1.033526912181303,2.3850690087829363,5.05501138952164,1.6861082268610912,instrument,,2.75,,,,,unimodal_by_modecount,1.0,[2.75],4.227492158576884,1.482115328334486,0.6524774587444,0.8544232348111658,,2412,0,,0,False,0.2754,0.1245,1,0.0200000000000013,5,0.8574080251048036,1.792879768284056,True,69.51335331914211,63.11888717923822,75.907819459046,2,87.51046018119449,0.0003009992224038,0.2213071522307254,7,2.98236455123845,15.993600214151003,5.362724757276751,-0.0872956412153753,3.08,,1173.15,0.0008524059156970548,20.174386742848622,20.171485027471803,0.04467353951890036,0.6335795969444082,,,
C15-M,C15,M,900.0,5.0,20.0,9.7,1,0.3,1.16,3.35,7.84,1.993,1.027654109589041,2.9515629742033385,6.907118644067792,1.991983429073096,instrument,,4.03,,,,,unimodal_by_modecount,1.0,[4.03],10.21321710946393,1.5818442311837149,0.3455167014478714,0.7552056833813858,,346,0,,0,False,0.2382,0.1331,1,0.0200000000000013,5,0.0,1.9508902949026008,True,60.91744638730755,54.400900094092286,67.43399268052282,2,75.83684358344307,0.0003610592756769,0.2318746386289693,7,2.98253237683394,15.99828887863141,5.363995040890098,-0.0834226254445457,3.36,,1173.15,0.0008524059156970548,20.174386742848622,20.171485027471803,0.04467353951890036,0.6335795969444082,0.0,0.10499999999999998,erased_endpoint
C15-L,C15,L,900.0,5.0,20.0,12.4,0,0.0,1.2,3.1,6.51,1.71,1.0648278388278387,2.728723684210526,5.735247311827956,1.7115765513470678,instrument,,3.12,,,,,unimodal_by_modecount,1.0,[3.12],9.758642039901568,1.4770864803414034,0.4914376250034461,0.8365978487161694,,482,0,,0,False,0.1861,0.1365,1,0.0200000000000013,5,0.5324142822314322,1.9905039480068387,True,58.93161584589137,52.22930903526538,65.63392265651736,2,65.76890306728707,0.0003109410902088,0.1814867630677344,7,2.9827947483959,15.997413127083677,5.363229614001041,-0.0764154859075489,3.33,,1173.15,0.0008524059156970548,20.174386742848622,20.171485027471803,0.04467353951890036,0.6335795969444082,,,
C16-S,C16,S,900.0,8.0,10.0,3.67,0,1.0,0.888,1.87,3.86,1.587,0.7815346062052506,1.6455967555040554,3.397298474945533,1.589553370223472,instrument,,1.65,,,,,unimodal_by_modecount,1.0,[1.65],4.411221620440145,1.472692671250589,0.6267739636594966,0.8448857032158078,,2144,0,,0,False,0.2977,0.1249,1,0.0100000000000013,5,0.0,1.90486062031388,True,61.33196148001568,52.99219598237514,69.6717269776562,2,71.45520587379879,0.0001373227693772,0.0329215703473623,7,2.9843192297534764,15.986217406351004,5.356738396807357,-0.0688919478169717,3.13,,1173.15,0.0008524059156970548,10.108991714280391,10.107178142169877,0.18098510882016036,0.6542335968519825,,,
C16-M,C16,M,900.0,8.0,10.0,9.7,1,0.3,1.14,3.13,6.78,1.799,1.006950819672131,2.7592628650904034,5.977425742574258,1.8013778193399044,instrument,,3.55,,,,,unimodal_by_modecount,1.0,[3.55],10.624528374427824,1.5608139362772222,0.3359527396659331,0.7652453003209536,,369,0,,0,False,0.2456,0.135,1,0.0300000000000013,5,0.0,2.08666834727226,True,53.7190570639476,45.76470023982183,61.67341388807336,2,58.42497658344173,6.568398303592428e-05,0.00748853269648,7,2.984582902315495,15.989416592679923,5.3573370604901065,-0.0766980748151827,3.4,,1173.15,0.0008524059156970548,10.108991714280391,10.107178142169877,0.18098510882016036,0.6542335968519825,0.0,0.10199999999999987,erased_endpoint
C16-L,C16,L,900.0,8.0,10.0,12.4,0,0.0,1.36,3.45,6.76,1.565,1.1998473282442748,3.03531211750306,5.952214765100675,1.5656931652768027,instrument,,3.55,,,,,unimodal_by_modecount,1.0,[3.55],10.122680920957952,1.498954774134059,0.4878245707869858,0.8384647827920709,,439,0,,0,False,0.2159,0.1285,1,0.0300000000000013,5,0.0,2.0610746431176143,True,56.17777960810484,49.68230532790251,62.67325388830717,2,65.24632127311993,0.0002158573100209,0.0919412154157861,7,2.985113476446922,15.987075228006042,5.355600500331702,-0.0769258192187494,3.37,,1173.15,0.0008524059156970548,10.108991714280391,10.107178142169877,0.18098510882016036,0.6542335968519825,,,
C17-S,C17,S,900.0,8.0,15.0,3.67,0,1.0,1.09,2.34,4.74,1.558,0.965261235955056,2.0658068315665488,4.1784126984127,1.5553978297288509,instrument,,2.42,,,,,unimodal_by_modecount,1.0,[2.42],4.611754560525867,1.524258063761922,0.5962876238629882,0.834345429490124,0.9576354342833318,2074,312,1.8507141941521397,160,True,0.3573,0.1088,1,0.0300000000000013,5,0.1329781354735114,1.70844214794181,True,71.74829598452918,61.94783428461686,81.5487576844415,2,86.59533747209,0.0001906975455739,0.0760604472051249,7,2.9824967265290265,15.99327305740069,5.362377405192783,-0.0724701942771247,3.06,2.443518604500252,1173.15,0.0008524059156970548,15.10899171428039,15.107178142169877,0.06414662084765178,0.6773753568825588,,,
C17-M,C17,M,900.0,8.0,15.0,9.7,1,0.3,1.47,3.8,8.13,1.754,1.2279704797047972,3.2404691689008045,7.07815085158151,1.8053498018193288,instrument,,4.03,,,,,unimodal_by_modecount,1.0,[4.03],11.839771392430563,1.4846921403502986,0.3061840164067754,0.7525385054192812,,323,0,,0,False,0.2531,0.1208,1,0.0400000000000013,5,0.0,1.695200437458244,True,73.33313393096773,64.14515436228423,82.52111349965124,2,87.90171303926898,0.000257964188425,0.1788684838997969,7,2.982245134250375,15.992205725823435,5.362471898153765,-0.0896475739049818,3.29,,1173.15,0.0008524059156970548,15.10899171428039,15.107178142169877,0.06414662084765178,0.6773753568825588,0.0,0.06200000000000028,erased_endpoint
C17-L,C17,L,900.0,8.0,15.0,12.4,0,0.0,1.21,2.9,6.19,1.714,1.07087987012987,2.560648854961832,5.459878640776696,1.714018211494386,instrument,,3.12,,,,,unimodal_by_modecount,1.0,[3.12],10.525241426110606,1.4834368646490366,0.4760156825352625,0.8366552007915152,,414,0,,0,False,0.2828,0.1215,1,0.0400000000000013,5,0.4422193281963273,1.649182421684667,True,74.97308575012147,63.80920105632072,86.13697044392224,2,87.51465115766024,0.0002019368776144,0.116344953732703,7,2.9828318185328957,15.988216601630386,5.3600798081516325,-0.0802363975939203,3.3,,1173.15,0.0008524059156970548,15.10899171428039,15.107178142169877,0.06414662084765178,0.6773753568825588,,,
C18-S,C18,S,900.0,8.0,20.0,3.67,0,1.0,1.37,3.28,7.15,1.763,1.208923076923077,2.8942857142857146,6.314910941475828,1.7641616511287883,instrument,,3.55,,,,,unimodal_by_modecount,1.0,[3.55],4.991872966174892,1.5210851061752273,0.5605387046412269,0.8168570784321094,0.9461355016144308,1866,289,1.8373725833394252,164,True,0.3498,0.109,1,0.0200000000000013,5,0.0,1.5951672798807364,True,81.0888618858873,71.27931407946151,90.8984096923131,2,107.55234265854216,0.0003782156060177,0.3285758454118374,7,2.98032191854368,16.002153405167395,5.369270113272451,-0.078729174304987,3.04,3.4667338815668556,1173.15,0.0008524059156970548,20.10899171428039,20.107178142169875,0.10652920962199314,0.7195956041527966,,,
C18-M,C18,M,900.0,8.0,20.0,9.7,1,0.3,1.26,3.15,7.12,1.862,1.117677304964539,2.7683266398929054,6.279891598915992,1.864741761164122,instrument,,3.12,,,,,unimodal_by_modecount,1.0,[3.12],11.127970279117552,1.5585467286182042,0.3340086534630376,0.7583331945687743,,348,0,,0,False,0.268,0.1193,1,0.0200000000000013,5,0.3319097418698689,1.629719081712926,True,76.23265690898472,64.68049554713151,87.78481827083792,2,84.93559389203314,0.000210740998262,0.1267070368934054,7,2.981748011667554,15.994451850695732,5.364119230769864,-0.0776595456203786,3.3,,1173.15,0.0008524059156970548,20.10899171428039,20.107178142169875,0.10652920962199314,0.7195956041527966,0.0,0.06400000000000006,erased_endpoint
C18-L,C18,L,900.0,8.0,20.0,12.4,0,0.0,1.25,4.21,11.0,2.325,1.1076706827309235,3.712513089005236,9.73530927835052,2.3239348626596663,instrument,,5.21,,,,,unimodal_by_modecount,1.0,[5.21],11.273942590428806,1.5143960443160849,0.420479334399403,0.805318138651472,,363,0,,0,False,0.268,0.1131,1,0.0200000000000013,5,0.2397378648729843,1.5985454956551124,True,79.22248543008467,67.86671847039621,90.57825238977316,2,91.54521164666828,0.0002820486677422,0.2157134211520935,7,2.9813028392910077,15.996027442783662,5.3654486997998925,-0.0878611713909209,3.32,,1173.15,0.0008524059156970548,20.10899171428039,20.107178142169875,0.10652920962199314,0.7195956041527966,,,
C19-S,C19,S,950.0,2.0,10.0,3.67,0,1.0,1.26,2.64,5.66,1.666,1.1099869109947642,2.3306093189964154,4.991864406779659,1.665606270490874,instrument,,2.42,,,,,unimodal_by_modecount,1.0,[2.42],5.3062844292839735,1.6089884295266006,0.5309043651906313,0.8050532697187698,1.1601435046109274,1662,405,1.8090814363514105,163,True,0.3275,0.1038,1,0.0400000000000013,5,0.406824039602339,1.523372809585568,True,86.12093455068668,73.94039146827258,98.3014776331008,2,107.38109188794742,0.0003916643650558,0.2956876799178998,7,2.9799984117690346,16.006014228146594,5.37114857676882,-0.0826567624390238,3.16,2.2755805549119255,1223.15,0.0008175612148959652,24.21446407057823,10.464001984757145,0.5315005727376861,0.7460821762332519,,,
C19-M,C19,M,950.0,2.0,10.0,9.7,1,0.3,1.51,4.5,12.9,2.537,1.3338509316770186,3.958529411764706,11.3875,2.5397434305890587,instrument,,4.03,,,,,unimodal_by_modecount,1.0,[4.03],11.765807984953714,1.5348971805831155,0.3090964011521875,0.7465510624337139,,308,0,,0,False,0.2828,0.1036,1,0.0300000000000013,5,0.5767908521908358,1.5154359023541042,True,86.16270960671758,73.11850387151665,99.20691534191852,2,139.4142428792882,0.0007842297163567,0.3803357916262539,7,2.980387013157676,16.00410040322267,5.369806113289481,-0.0929887216097996,3.34,,1223.15,0.0008175612148959652,24.21446407057823,10.464001984757145,0.5315005727376861,0.7460821762332519,0.0,0.03299999999999992,erased_endpoint
C19-L,C19,L,950.0,2.0,10.0,12.4,0,0.0,2.8,7.28,16.3,1.857,2.470032258064516,6.417506925207756,14.405054945054946,1.8597600012101356,instrument,,7.64,,,,,unimodal_by_modecount,1.0,[7.64],11.819581827800263,1.5383415104877425,0.37471958032132,0.7901516617424433,1.3759339985181285,316,107,1.559785557515185,128,True,0.2977,0.1145,1,0.0700000000000014,5,0.3363751674254112,1.5060655845967017,True,88.89151542137708,77.47686940272547,100.30616144002867,2,208.1390817269668,0.0009422236319399,0.4947995712209161,7,2.979351256885736,16.01019982286641,5.373720129798189,-0.1026681496392266,3.37,5.2909514612187145,1223.15,0.0008175612148959652,24.21446407057823,10.464001984757145,0.5315005727376861,0.7460821762332519,,,
C20-S,C20,S,950.0,2.0,15.0,3.67,0,1.0,,,,,,,,,,,,,,,,,,,5.303293287167072,1.6054195674888876,0.5236644148842428,0.7968750000000001,1.1318903656542405,1609,395,1.5866919327015996,186,True,0.3945,0.0877,2,0.920000000000002,5,0.7722013718790237,2.309290717854245,True,35.30357230479913,38.53333184715227,32.073812762446,2,30.55197123497704,0.0,0.1690644966340934,7,2.981614078509631,16.022241457912493,5.373680508619432,-0.0563082618604472,3.26,,1223.15,0.0008175612148959652,35.77567253496972,15.464001984757145,,0.690036576722077,,,
C20-M,C20,M,950.0,2.0,15.0,9.7,1,0.3,,,,,,,,,,,,,,,,,,,11.568542485201585,1.6022610674960531,0.2871032204972198,0.7269451718726857,1.2545328729703753,338,329,1.7722081831310623,129,True,0.4243,0.0794,2,0.0500000000000013,5,0.0,1.079350731451603,False,,,,2,365.9677831533087,0.0004483462159418,0.1796381279550275,7,2.9825987762905024,15.995374775841828,5.362898591320247,-0.0646081846571277,3.34,,1223.15,0.0008175612148959652,35.77567253496972,15.464001984757145,,0.690036576722077,,-0.052999999999999936,no_data
C20-L,C20,L,950.0,2.0,15.0,12.4,0,0.0,,,,,,,,,,,,,,,,,,,11.327312601950805,1.5147175412887903,0.3675766078194761,0.7979172834468775,1.4836132496670298,362,231,1.742126941039105,146,True,0.3796,0.0726,2,0.0600000000000013,5,3.332096481468777,1.5141890304081669,True,73.8315685278345,70.58924154611454,77.07389550955448,2,156.67509405198018,0.0011384214500872,0.5762510902741999,7,2.9824286930218213,16.01488978562473,5.369747757287807,-0.0352776484965771,3.45,,1223.15,0.0008175612148959652,35.77567253496972,15.464001984757145,,0.690036576722077,,,
C21-S,C21,S,950.0,2.0,20.0,3.67,0,1.0,1.93,3.61,9.09,1.982,1.7024098360655735,3.180492379835873,8.028737864077668,1.9891033439100891,instrument,,2.75,,,,,unimodal_by_modecount,1.0,[2.75],5.548999065682753,1.5959207229327477,0.5180029222813124,0.8047091412742382,1.2025981962124153,1497,370,1.8071502508041155,143,True,0.4019,0.0893,1,0.0200000000000013,5,0.4739532200138516,1.520116841661538,True,86.15213448994812,73.63929061038466,98.6649783695116,2,109.14494810494428,0.000350541190233,0.2423698289253354,7,2.9822651390200514,15.99316970348477,5.362759163908545,-0.0853999926203649,3.24,3.0018338721691915,1223.15,0.0008175612148959652,47.33688099936123,20.464001984757143,0.32531500572737687,0.7190560355893907,,,
C21-M,C21,M,950.0,2.0,20.0,9.7,1,0.3,2.3,6.12,15.6,2.183,2.029755501222494,5.39580589254766,13.81818181818181,2.1847387677975463,instrument,,7.64,,,,,unimodal_by_modecount,1.0,[7.64],9.157885118422907,1.6221689421613597,0.3130151460837162,0.7251372118551043,1.3000125118852903,465,328,1.6556168297666538,170,True,0.3498,0.0958,1,0.0200000000000013,5,0.8543968039688662,1.4925309164460503,True,89.77657726288247,77.5995490512265,101.95360547453843,2,121.25208736859668,0.0004705775042619,0.4031056306067562,7,2.9821352676401247,15.99582530208566,5.363883213367366,-0.0770240705310198,3.355,4.707646998815972,1223.15,0.0008175612148959652,47.33688099936123,20.464001984757143,0.32531500572737687,0.7190560355893907,0.0,0.05549999999999988,erased_endpoint
C21-L,C21,L,950.0,2.0,20.0,12.4,0,0.0,2.53,6.45,14.8,1.895,2.2308375634517765,5.694852507374631,12.993684210526313,1.8899254428691576,instrument,,6.72,,,,,unimodal_by_modecount,1.0,[6.72],11.826358256378134,1.569464069402873,0.3190281414260775,0.7608557594865444,,300,0,,0,False,0.2754,0.0942,1,0.0100000000000013,5,0.31935587821839,1.444326362128493,True,96.1417883771721,83.88802784535,108.3955489089942,2,150.4740362513886,0.0004662680457189,0.3553424237169408,7,2.981559745505768,15.99257128064115,5.363827206463809,-0.0846308491156847,3.325,,1223.15,0.0008175612148959652,47.33688099936123,20.464001984757143,0.32531500572737687,0.7190560355893907,,,
C22-S,C22,S,950.0,5.0,10.0,3.67,0,1.0,,,,,,,,,,,,,,,,,,,5.56328149565903,1.6396954827686998,0.49088105596107,0.7854625720191758,1.0585612216697573,1472,392,1.4723286714957946,218,True,0.3722,0.0959,2,0.0700000000000014,5,0.0,1.3181616284743969,True,94.22607832864672,93.45459789451844,94.997558762775,2,164.93748006286964,0.0006673000538543,0.4896644817191867,7,2.981560382603807,16.002451499440266,5.3671398348355,-0.0728785170494413,3.37,,1223.15,0.0008175612148959652,23.55923578550109,10.185600793902857,,0.7971653657828291,,,
C22-M,C22,M,950.0,5.0,10.0,9.7,1,0.3,,,,,,,,,,,,,,,,,,,12.992805914875769,1.6320886550211062,0.2441226219486276,0.7132857142857142,1.264111298546736,233,286,1.7020370781635834,159,True,0.4317,0.0933,2,0.0200000000000013,5,0.0,1.258404982823022,False,,,,2,297.1988782819214,0.0009056556705689,0.4912344472771737,7,2.980980089410717,15.996131131672302,5.36606439891869,-0.079679975663495,3.5,,1223.15,0.0008175612148959652,23.55923578550109,10.185600793902857,,0.7971653657828291,,0.03200000000000003,no_data
C22-L,C22,L,950.0,5.0,10.0,12.4,0,0.0,,,,,,,,,,,,,,,,,,,12.522535138943129,1.5779262144242114,0.3227905723752118,0.7728832951945079,1.4274498470769472,265,170,1.808284239890861,96,True,0.3498,0.0916,2,0.0400000000000013,5,0.0,1.367765477672252,True,88.07459352068766,86.01426261594551,90.1349244254298,2,167.9146725697507,0.0008000303325389,0.6119745291596268,7,2.982100480263902,16.00096151422408,5.36566813228509,-0.0603262249913663,3.51,,1223.15,0.0008175612148959652,23.55923578550109,10.185600793902857,,0.7971653657828291,,,
C23-S,C23,S,950.0,5.0,15.0,3.67,0,1.0,,,,,,,,,,,,,,,,,,,6.886587711776878,1.6139264706602068,0.4223410298140281,0.7654324353500505,1.1279572524657575,962,401,1.7830098452816006,128,True,0.4243,0.0862,2,0.0900000000000014,5,9.73257057940192,1.5781731754269142,True,65.95470616079433,65.72880981133939,66.18060251024929,2,50.76661245743264,0.0,0.000187934448066,7,2.981599786870957,16.03005863586145,5.376328072750573,-0.0252859526498955,3.33,,1223.15,0.0008175612148959652,35.12044424989258,15.185600793902857,,0.6349377808103962,,,
C23-M,C23,M,950.0,5.0,15.0,9.7,1,0.3,,,,,,,,,,,,,,,,,,,9.907145179054211,1.6003824594237708,0.3292918926245407,0.7373725058672091,1.174690892887961,448,324,1.839359596490724,129,True,0.3796,0.0858,2,0.1000000000000014,5,0.6617175180972719,1.4215120702400974,True,83.14717058741802,68.2797277533059,98.01461342153011,2,103.74963637307523,0.0003915151033224,0.1611466334860224,7,2.9816960592605524,16.004165756473228,5.36747053971765,-0.0572476207450165,3.43,,1223.15,0.0008175612148959652,35.12044424989258,15.185600793902857,,0.6349377808103962,,-0.06099999999999994,no_data
C23-L,C23,L,950.0,5.0,15.0,12.4,0,0.0,,,,,,,,,,,,,,,,,,,12.429594538251637,1.5303470767877312,0.3207354068927546,0.7572772161906163,1.4161795826471533,264,182,1.9870283377776112,83,True,0.3498,0.0846,2,0.0800000000000014,5,3.336740728668864,1.6556437280298062,True,65.8472488260307,60.82055263189479,70.8739450201666,2,82.16009137397442,0.0005322261948641,0.3637521416369224,7,2.982943596885673,16.017925456163628,5.369838528923932,-0.0367484160589099,3.56,,1223.15,0.0008175612148959652,35.12044424989258,15.185600793902857,,0.6349377808103962,,,
C24-S,C24,S,950.0,5.0,20.0,3.67,0,1.0,0.881,1.73,3.35,1.429,0.7750601659751037,1.5229559748427672,2.952655601659751,1.429847921841251,instrument,,1.65,,,,,unimodal_by_modecount,1.0,[1.65],4.531904977172929,1.512329290331463,0.6106123834198492,0.8368592397019667,,2188,0,,0,False,0.3052,0.1136,1,0.0100000000000013,5,0.0,1.634507702248605,True,76.31454779911329,65.26159397548842,87.36750162273815,2,82.33771260715204,5.875806707225196e-05,0.0123085592638456,7,2.9834021559876667,15.979632969133071,5.356177991982094,-0.0839680307507208,3.1,,1223.15,0.0008175612148959652,46.68165271428408,20.185600793902857,0.03665521191294385,0.7491776001431886,,,
C24-M,C24,M,950.0,5.0,20.0,9.7,1,0.3,0.805,1.82,4.85,2.226,0.709300578034682,1.6003267973856208,4.274208494208489,2.227612461403277,instrument,,1.45,,,,,unimodal_by_modecount,1.0,[1.45],10.88717943418724,1.548507992808895,0.3397693825324865,0.7545605808500984,,364,0,,0,False,0.2754,0.1159,1,0.0300000000000013,5,0.0,1.674526511568373,True,74.24289184572605,64.38934955927935,84.09643413217275,2,81.75137601746144,8.15824295545079e-05,0.027370685885515,7,2.9845703651552,15.978375362373097,5.353660127742443,-0.0837558419552515,3.37,,1223.15,0.0008175612148959652,46.68165271428408,20.185600793902857,0.03665521191294385,0.7491776001431886,0.0,0.0600000000000005,erased_endpoint
C24-L,C24,L,950.0,5.0,20.0,12.4,0,0.0,0.848,2.05,5.21,2.124,0.7473558718861211,1.8143319268635725,4.586774193548391,2.1161609211713843,instrument,,1.88,,,,,unimodal_by_modecount,1.0,[1.88],11.072225426422966,1.5145043904992606,0.4304883904753143,0.8124499064921187,,373,0,,0,False,0.268,0.1171,1,0.0300000000000013,5,0.2507092831485623,1.6320925476354322,True,78.398811865349,69.22490409451505,87.57271963618295,2,90.28638372952958,0.000139952663208,0.0828192484110413,7,2.98472893846164,15.975845982086229,5.352528256827349,-0.0803386267241428,3.4,,1223.15,0.0008175612148959652,46.68165271428408,20.185600793902857,0.03665521191294385,0.7491776001431886,,,
C25-S,C25,S,950.0,8.0,10.0,3.67,0,1.0,1.17,2.55,4.97,1.494,1.029407894736842,2.244473684210526,4.376874999999998,1.491426310235666,instrument,,2.75,,,,,unimodal_by_modecount,1.0,[2.75],5.05820358973422,1.505678949341122,0.5624478112643455,0.8183006535947713,,1813,0,,0,False,0.3126,0.1189,1,0.0300000000000013,5,0.0,1.7926482260351952,True,66.52566013864217,57.12885110048158,75.92246917680275,2,76.31390770921271,0.0001214399083605,0.0348664642517085,7,2.9842464671775013,15.98554859642026,5.356644892517669,-0.0680549225516869,3.13,,1223.15,0.0008175612148959652,23.39542871423181,10.116000496189287,0.04925544100801835,0.7116735752164384,,,
C25-M,C25,M,950.0,8.0,10.0,9.7,1,0.3,1.22,2.89,5.79,1.585,1.0751315789473683,2.5459634146341465,5.104609665427512,1.582692847555776,instrument,,3.12,,,,,unimodal_by_modecount,1.0,[3.12],10.07238157407282,1.5191146138540663,0.3686419031995877,0.7722419928825623,,409,0,,0,False,0.201,0.136,1,0.0300000000000013,5,0.317788172180597,1.8931446722939824,True,63.618150662800616,56.96897354497637,70.26732778062485,2,74.22799140549412,0.0001763424427393,0.0909039785391113,7,2.984287727428112,15.98441804520543,5.356191997941484,-0.0864451561784666,3.38,,1223.15,0.0008175612148959652,23.39542871423181,10.116000496189287,0.04925544100801835,0.7116735752164384,0.0,0.053999999999999826,erased_endpoint
C25-L,C25,L,950.0,8.0,10.0,12.4,0,0.0,1.18,2.98,6.08,1.642,1.047071186440678,2.6264615384615384,5.357982261640798,1.641337979662651,instrument,,3.12,,,,,unimodal_by_modecount,1.0,[3.12],11.271113901373727,1.4979641685382052,0.4311072237386223,0.8224826698120924,,364,0,,0,False,0.2233,0.132,1,0.0100000000000013,5,0.8867987253928068,1.8800345783842496,True,64.66440026483657,58.37585843262831,70.95294209704484,2,79.52614929202211,0.0002657165065728,0.1741258399779059,7,2.9847844218591786,15.983764336972486,5.355081666841598,-0.0700014092668819,3.41,,1223.15,0.0008175612148959652,23.39542871423181,10.116000496189287,0.04925544100801835,0.7116735752164384,,,
C26-S,C26,S,950.0,8.0,15.0,3.67,0,1.0,1.57,3.15,6.05,1.422,1.380073891625616,2.7757594936708863,5.3347980997624695,1.4247359027877484,instrument,,3.12,,,,,unimodal_by_modecount,1.0,[3.12],5.415826839329719,1.6057461249214455,0.5073927498179474,0.7953216374269005,1.1554826232874524,1501,391,1.6801629914204086,180,True,0.3796,0.0918,1,0.0200000000000013,5,0.6510132769578792,1.4922252183349558,True,88.73256152812583,75.47422478339914,101.99089827285252,2,97.784307275459,4.859993742464184e-05,0.0113488422655191,7,2.981257120922022,15.989460998890934,5.3633284048796925,-0.0903964546655458,3.28,2.7261335969189786,1223.15,0.0008175612148959652,34.956637178623296,15.116000496189287,0.13974799541809851,0.7019479112530489,,,
C26-M,C26,M,950.0,8.0,15.0,9.7,1,0.3,1.45,4.45,12.0,2.375,1.278888888888889,3.919097472924189,10.603253333333342,2.379212180575643,instrument,,5.21,,,,,unimodal_by_modecount,1.0,[5.21],12.26383539380828,1.5145687054984804,0.3032572824128868,0.7549215406562054,1.2732441655137383,303,218,1.867788214649812,81,True,0.3573,0.0948,1,0.0300000000000013,5,0.359532758527414,1.460004684733301,True,94.8174700032029,83.44843680411421,106.1865032022916,2,116.89987975033732,0.0001864356872486,0.1608686505219887,7,2.982023022874905,15.984687377879965,5.360350089607782,-0.0965912232483582,3.44,3.4950091432026946,1223.15,0.0008175612148959652,34.956637178623296,15.116000496189287,0.13974799541809851,0.7019479112530489,0.0,0.05500000000000016,erased_endpoint
C26-L,C26,L,950.0,8.0,15.0,12.4,0,0.0,1.69,4.37,10.0,1.902,1.490764331210191,3.854972375690608,8.829157303370787,1.903617524845672,instrument,,4.58,,,,,unimodal_by_modecount,1.0,[4.58],11.543832104568835,1.57652212082256,0.3482391535179845,0.770765324628219,1.225736097779432,359,224,1.6313434764317782,152,True,0.3945,0.0902,1,0.0300000000000013,5,0.0,1.471068472069505,True,92.21019730274314,79.72216159654988,104.6982330089364,2,117.12460965253813,0.0002173837503681,0.1641455994254851,7,2.982032305078609,15.98618514044149,5.36083566674174,-0.09264263859556,3.43,3.5652046210573216,1223.15,0.0008175612148959652,34.956637178623296,15.116000496189287,0.13974799541809851,0.7019479112530489,,,
