sample_id,precursor,d_um,D_f,solidity,elongation,roughness_ratio,n_scales,seg_config_hash
C01-L,L,12.054985122238945,1.078868284006689,0.679026994956986,0.4742400982275019,1.5582356579765813,8,4127c40a82c2
C01-L,L,6.817094634927302,1.0448591410644061,0.8521536670547147,0.3118145188058111,1.04341251987802,6,4127c40a82c2
C01-L,L,11.43886088431399,1.0512458683916515,0.5820389720417961,0.24410265178417512,1.7532468934883008,8,4127c40a82c2
C01-L,L,13.434831140002547,1.084231935331063,0.6915592313305765,0.4612217183884687,1.63356538276393,8,4127c40a82c2
C01-L,L,8.428665633595289,1.081756039898686,0.6621301775147929,0.3613493727012814,1.346297066980979,8,4127c40a82c2
C01-L,L,15.899900634613664,1.0401639663967541,0.8383157894736842,0.3899670240278761,1.1891268626420999,8,4127c40a82c2
C01-L,L,8.73203134663969,1.0751488641697335,0.8136856368563685,0.20220520864295188,1.4315911232998668,7,4127c40a82c2
C01-L,L,12.691238802078056,1.0443474744059764,0.8074474856779121,0.15151639400564598,1.320213638535209,8,4127c40a82c2
C01-L,L,11.850490970355121,1.0825195980155131,0.8922952803549818,0.20343292664668333,1.1254908561629653,8,4127c40a82c2
C01-L,L,12.95365612820667,1.0473487836793245,0.8617541571568308,0.49144894727352484,1.106981169002664,8,4127c40a82c2
C01-L,L,10.200777132728449,1.0275474510865674,0.9090404880754298,0.19645271273140597,1.0732611594668415,7,4127c40a82c2
C01-L,L,13.282751745973583,1.0882654418282065,0.799482163406214,0.3338359503527826,1.3254931349412573,8,4127c40a82c2
C01-L,L,8.477484332434145,1.0423377371714737,0.9085072231139647,0.38625293755709655,1.0098974490187675,6,4127c40a82c2
C01-L,L,10.4801339599076,1.0832705885914446,0.740582191780822,0.29580731438089014,1.3201524979369512,8,4127c40a82c2
C01-L,L,12.69373978521438,1.0260198364140187,0.889589905362776,0.2344815408981552,1.120689757708124,7,4127c40a82c2
C01-L,L,10.471043195762313,1.0362433540796288,0.6239161849710982,0.7043591672616202,1.2568176832568336,8,4127c40a82c2
C01-L,L,5.3212199634857855,,0.9311064718162839,0.004848534405017646,1.0570897597713786,0,4127c40a82c2
C01-L,L,9.871836919330999,1.048272492848927,0.7617866004962779,0.4418068346400188,1.2827845487303695,8,4127c40a82c2
C01-L,L,12.509854087448483,1.051399817858453,0.9379756468797564,0.042975950512473604,1.0335141852807304,7,4127c40a82c2
C01-L,L,6.969064755942961,1.0520598695674406,0.8315217391304348,0.1597942110609688,1.1111978992238416,6,4127c40a82c2
C01-L,L,8.318730051241575,1.0519121034327275,0.886899918633035,0.37584430718477047,1.0762906589597485,6,4127c40a82c2
C01-L,L,13.9404067979908,1.0755015648331105,0.7757222503801318,0.2138629190403375,1.6942732556923985,8,4127c40a82c2
C01-L,L,8.375773439860426,1.0604990829924525,0.81973293768546,0.33852590891424705,1.195318280162835,8,4127c40a82c2
C01-L,L,11.086550992546831,1.0429584194552772,0.9434697855750487,0.1346739553589572,1.0677362533461479,7,4127c40a82c2
C01-L,L,12.354097202309926,1.0669184119396868,0.7043656607090536,0.3461427210925626,1.3720287130891948,8,4127c40a82c2
C01-L,L,6.973618212656119,1.0246016855328341,0.7987486965589156,0.6774495903223752,1.0961036169148304,7,4127c40a82c2
C01-L,L,11.563064969203177,1.0494593246144255,0.6985074626865672,0.42463567179390693,1.3412217505676471,8,4127c40a82c2
C01-L,L,11.935901019448728,1.062368220416587,0.7335730630925139,0.212472331423594,1.4053633812383253,8,4127c40a82c2
C01-L,L,12.346386332608972,1.0404815023986562,0.8180579216354344,0.408081559489489,1.2096986493969835,8,4127c40a82c2
C01-L,L,11.527321251630733,1.0662673695195566,0.9021551724137931,0.04332648270136341,1.1073891306017052,7,4127c40a82c2
C01-L,L,7.245970092473379,1.044141623713022,0.9323562570462233,0.16113138344016498,1.0229213661685848,5,4127c40a82c2
C01-L,L,7.311387941523849,1.0508719786688954,0.8254901960784313,0.49466840225903197,1.1185838679370788,6,4127c40a82c2
C01-L,L,11.935901019448728,1.0727586023991376,0.9242174629324547,0.11935216446045538,1.2965353181838783,7,4127c40a82c2
C01-L,L,7.605065710662343,1.062446764036396,0.7907986111111112,0.41453404200629496,1.2202989966793576,7,4127c40a82c2
C01-L,L,8.14130512330436,1.0697188679038718,0.7939163498098859,0.20191156567278956,1.142093584025058,6,4127c40a82c2
C01-L,L,9.315969106696285,1.078300503538861,0.6124551971326165,0.1259338595845182,1.4839663174734692,8,4127c40a82c2
C01-L,L,6.389240984832801,1.06360951398837,0.8017456359102244,0.15590571356545413,1.1713468267850873,6,4127c40a82c2
C01-L,L,10.69302639370005,1.0451130920265288,0.9636169074371321,0.1560970743280209,1.0349558551394158,6,4127c40a82c2
C01-L,L,5.48571136626395,,0.9537223340040242,0.1104066684300753,1.0,0,4127c40a82c2
C01-L,L,7.090981840571965,1.0392182479783287,0.9241540256709452,0.32435155405366456,1.0432742597140698,6,4127c40a82c2
C01-L,L,15.85591742273549,1.0527128252684748,0.7901037509976058,0.5215062629235909,1.342796366975225,8,4127c40a82c2
C01-L,L,15.369991148758107,1.074453182998763,0.6446638946638946,0.24394415946394,1.8804511442145702,8,4127c40a82c2
