sample_id,precursor,d_um
C07-S,S,1.5326558401751
C07-S,S,2.167502675625957
C07-S,S,2.0624393385761013
C07-S,S,6.881976671613579
C07-S,S,3.5454909202859826
C07-S,S,5.548999065682753
C07-S,S,1.425340979418239
C07-S,S,6.161612387268624
C07-S,S,4.34962598416327
C07-S,S,2.737062950830321
C07-S,S,1.6133764402252686
C07-S,S,6.448585054306144
C07-S,S,4.193567780719649
C07-S,S,3.0756500290270585
C07-S,S,2.138011469127358
C07-S,S,3.660033074925209
C07-S,S,2.872866588820535
C07-S,S,6.690188291128999
C07-S,S,3.6859604338129857
C07-S,S,1.6713604482463675
C07-S,S,3.3045171172802354
C07-S,S,3.333211002694912
C07-S,S,3.333211002694912
C07-S,S,1.7456790545267524
C07-S,S,6.120258816752761
C07-S,S,1.708923800140854
C07-S,S,2.938415705331363
C07-S,S,6.613835567728841
C07-S,S,3.903457032819381
C07-S,S,6.35936128412992
C07-S,S,2.7830672306394435
C07-S,S,5.279296361851663
C07-S,S,4.5284027301221546
C07-S,S,1.5735338353999258
C07-S,S,1.4692078526656815
C07-S,S,4.833566430442728
C07-S,S,4.246224505961664
C07-S,S,2.4943467139819178
C07-S,S,5.617227026861333
C07-S,S,3.25613211672748
C07-S,S,2.046990137236486
C07-S,S,8.651684724070629
C07-S,S,4.774094448923046
C07-S,S,2.390369490821483
C07-S,S,3.87898370671736
C07-S,S,2.4943467139819178
C07-S,S,6.713870447631042
C07-S,S,3.177183837092519
C07-S,S,4.794000418995204
C07-S,S,3.829567883822151
C07-S,S,3.737275577183397
C07-S,S,3.754224759725641
C07-S,S,5.74573317764107
C07-S,S,3.870791546133164
C07-S,S,1.6329332323266434
C07-S,S,2.4943467139819178
C07-S,S,4.385964343097444
C07-S,S,3.8129536281046623
C07-S,S,2.2816588429798004
C07-S,S,2.654637785700438
C07-S,S,5.63978626232879
C07-S,S,3.64264564606838
C07-S,S,6.502508026877871
C07-S,S,4.521387384732147
C07-S,S,5.734673045773384
C07-S,S,5.101944274366352
C07-S,S,5.866018464224818
C07-S,S,3.720249176209294
C07-S,S,5.1267714004225615
C07-S,S,5.120575904019775
C07-S,S,3.754224759725641
C07-S,S,8.253604291960114
C07-S,S,2.8838949080235423
C07-S,S,5.560428530039174
C07-S,S,2.569569993156261
C07-S,S,1.3800804689884518
C07-S,S,3.3141093496987777
C07-S,S,4.312981472867047
C07-S,S,5.08948529539226
C07-S,S,4.305615145589724
C07-S,S,6.374318642190622
C07-S,S,4.268592831966727
C07-S,S,2.905825983649
C07-S,S,5.594576825627681
C07-S,S,2.557186451232348
C07-S,S,2.3230215853143203
C07-S,S,4.132567180892246
C07-S,S,5.622875320924713
C07-S,S,7.272207849147007
C07-S,S,3.371089616420414
C07-S,S,3.7878956110204745
C07-S,S,1.7816762242727986
C07-S,S,4.535407224223704
C07-S,S,1.763769476086996
C07-S,S,2.2536619686684074
C07-S,S,4.238742166217072
C07-S,S,4.305615145589724
C07-S,S,5.8171114818577685
C07-S,S,5.508809200490484
C07-S,S,3.821269785482214
C07-S,S,2.959942848107641
C07-S,S,5.3746412466382045
C07-S,S,3.054938345421817
C07-S,S,7.237203035309503
C07-S,S,2.606367617934471
C07-S,S,3.491358109053505
C07-S,S,3.3616599766446864
C07-S,S,3.491358109053505
C07-S,S,1.3332844010779643
C07-S,S,1.8343479436102936
C07-S,S,4.371465247739782
C07-S,S,4.686858389531491
C07-S,S,6.253658167142827
C07-S,S,7.337391774441175
C07-S,S,3.616407760849512
C07-S,S,3.563352448545597
C07-S,S,6.140970411709458
C07-S,S,2.481587823589891
C07-S,S,3.454798377937929
C07-S,S,4.062846892798531
C07-S,S,4.238742166217072
C07-S,S,4.132567180892246
C07-S,S,5.537546011025326
C07-S,S,2.046990137236486
C07-S,S,5.935950544465699
C07-S,S,3.197103680115411
C07-S,S,4.680080571972979
C07-S,S,4.556356098861118
C07-S,S,5.548999065682753
C07-S,S,3.737275577183397
C07-S,S,2.7944499662047773
C07-S,S,7.8272181677197565
C07-S,S,6.991802384889051
C07-S,S,4.639205722964035
C07-S,S,4.89879969697993
C07-S,S,5.114372902464696
C07-S,S,2.429882407183215
C07-S,S,2.442911360672195
C07-S,S,8.199582926050782
C07-S,S,2.8617957708052053
C07-S,S,4.178401120615919
C07-S,S,4.0550261985540725
C07-S,S,4.800617399948569
C07-S,S,5.297304247100458
C07-S,S,3.8129536281046623
C07-S,S,3.399221589132705
C07-S,S,4.305615145589724
C07-S,S,3.616407760849512
C07-S,S,3.563352448545597
C07-S,S,4.140241406965356
C07-S,S,1.763769476086996
C07-S,S,1.6329332323266434
C07-S,S,1.6329332323266434
C07-S,S,3.085953743077969
C07-S,S,7.3934196617906895
C07-S,S,4.570268668946549
C07-S,S,4.305615145589724
C07-S,S,3.3898702052826586
C07-S,S,5.634154921671018
C07-S,S,4.320335240309157
C07-S,S,3.77950602018642
C07-S,S,3.3236738987336945
C07-S,S,7.6134091752786865
C07-S,S,4.787374292236132
C07-S,S,5.706928939903308
C07-S,S,3.3045171172802354
C07-S,S,3.8461103706898
C07-S,S,5.871427426613504
C07-S,S,6.068170560425284
C07-S,S,2.581894140566543
C07-S,S,3.737275577183397
C07-S,S,2.51967068012428
C07-S,S,3.563352448545597
C07-S,S,3.491358109053505
C07-S,S,4.132567180892246
C07-S,S,3.3522038117053645
C07-S,S,1.7816762242727986
C07-S,S,5.48571136626395
C07-S,S,4.124878677152203
C07-S,S,1.5735338353999258
C07-S,S,4.393195946265654
C07-S,S,4.813824075245639
C07-S,S,4.283440156211276
C07-S,S,3.762670720366032
C07-S,S,6.253658167142827
C07-S,S,5.844332554635763
C07-S,S,5.206642030705284
C07-S,S,3.4363726552102856
C07-S,S,3.7878956110204745
C07-S,S,7.298351281034095
C07-S,S,2.678446672979338
C07-S,S,3.0445296666259978
C07-S,S,5.8280151680556775
C07-S,S,3.034085280212642
C07-S,S,3.821269785482214
C07-S,S,4.747423321527871
C07-S,S,4.312981472867047
C07-S,S,7.358991443700075
C07-S,S,2.309316323606075
C07-S,S,4.611754560525867
C07-S,S,5.151478875589207
C07-S,S,4.892315511878591
C07-S,S,7.725164021625219
C07-S,S,3.854354989734393
C07-S,S,2.7020457780577374
C07-S,S,3.903457032819381
C07-S,S,9.240701138059732
C07-S,S,2.7020457780577374
C07-S,S,7.064070996468304
C07-S,S,4.414819682883245
C07-S,S,3.427122644743577
C07-S,S,1.763769476086996
C07-S,S,3.887158602416619
C07-S,S,4.471971831225634
C07-S,S,3.728772094999736
C07-S,S,5.212735235868942
C07-S,S,3.417847600281708
C07-S,S,3.6859604338129857
C07-S,S,5.0519240049546825
C07-S,S,5.99977980485084
C07-S,S,3.5811248902099826
C07-S,S,2.403612636431448
C07-S,S,3.3141093496987777
C07-S,S,1.4906572770752111
C07-S,S,5.994486658866896
C07-S,S,3.694562453525125
C07-S,S,3.7031444916935614
C07-S,S,2.167502675625957
C07-S,S,3.5811248902099826
C07-S,S,3.737275577183397
C07-S,S,4.155547342369718
C07-S,S,3.720249176209294
C07-S,S,4.767440655516864
C07-S,S,3.2070172036910374
C07-S,S,2.416783215221364
C07-S,S,5.673456927211946
C07-S,S,4.563317685959601
C07-S,S,3.177183837092519
C07-S,S,1.9517285164096905
C07-S,S,3.829567883822151
C07-S,S,8.651684724070629
C07-S,S,3.085953743077969
C07-S,S,6.93252943344809
C07-S,S,2.7830672306394435
C07-S,S,1.9999266016169468
C07-S,S,3.837848040264863
C07-S,S,4.879321291024226
C07-S,S,2.092995659821536
C07-S,S,3.837848040264863
C07-S,S,3.427122644743577
C07-S,S,3.668695887220588
C07-S,S,3.754224759725641
C07-S,S,5.566134461278887
C07-S,S,2.4943467139819178
C07-S,S,6.120258816752761
C07-S,S,4.9503674306088525
C07-S,S,6.30924733295999
C07-S,S,2.569569993156261
C07-S,S,5.380544204207179
C07-S,S,6.304214027545383
C07-S,S,4.2162154761798245
C07-S,S,3.034085280212642
C07-S,S,3.116660506777289
C07-S,S,2.6185185817901284
C07-S,S,2.1081077380899123
C07-S,S,4.062846892798531
C07-S,S,5.0456366048769885
C07-S,S,6.613835567728841
C07-S,S,4.047190391814686
C07-S,S,4.866292372465588
C07-S,S,6.723319953289373
C07-S,S,1.8686377885916985
C07-S,S,4.820413844347526
C07-S,S,1.967925711283216
C07-S,S,3.3045171172802354
C07-S,S,1.9517285164096905
C07-S,S,5.560428530039174
C07-S,S,6.202690258093208
C07-S,S,4.422004097209329
C07-S,S,4.0156942680121945
C07-S,S,7.307044972360412
C07-S,S,6.868124976916566
C07-S,S,6.89580054226642
C07-S,S,7.692220741379599
C07-S,S,6.394207360230822
C07-S,S,4.140241406965356
C07-S,S,2.3230215853143203
C07-S,S,3.8129536281046623
C07-S,S,2.416783215221364
C07-S,S,4.563317685959601
C07-S,S,5.740205775517335
C07-S,S,3.668695887220588
C07-S,S,4.787374292236132
C07-S,S,4.163179208013847
C07-S,S,6.30924733295999
C07-S,S,3.762670720366032
C07-S,S,5.083244354607721
C07-S,S,4.246224505961664
C07-S,S,7.537985540559736
C07-S,S,2.8838949080235423
C07-S,S,3.8129536281046623
C07-S,S,3.9439084451697126
C07-S,S,3.408547317463651
C07-S,S,3.054938345421817
C07-S,S,7.108865808043678
C07-S,S,5.427536748869573
C07-S,S,4.9695673763539245
C07-S,S,6.414034407382075
C07-S,S,5.3746412466382045
C07-S,S,6.51226423345496
C07-S,S,2.015736544099424
C07-S,S,3.427122644743577
C07-S,S,6.384270746052712
C07-S,S,4.400415665098895
C07-S,S,4.686858389531491
C07-S,S,2.6902721021035894
C07-S,S,2.4558711935816286
C07-S,S,4.767440655516864
C07-S,S,3.3141093496987777
C07-S,S,5.261226840402518
C07-S,S,5.14531312966267
C07-S,S,3.1470676707998515
C07-S,S,4.0235914128436026
C07-S,S,3.7031444916935614
C07-S,S,2.8617957708052053
C07-S,S,6.57049726327392
C07-S,S,3.87898370671736
C07-S,S,6.223127513661881
C07-S,S,4.450625781751057
C07-S,S,3.380492953002611
C07-S,S,3.6251748228320464
C07-S,S,2.839524648083372
C07-S,S,2.817077460835509
C07-S,S,3.417847600281708
C07-S,S,5.315251122612825
C07-S,S,2.8838949080235423
C07-S,S,3.427122644743577
C07-S,S,2.606367617934471
C07-S,S,6.21291728937139
C07-S,S,3.935851422566431
C07-S,S,3.77950602018642
C07-S,S,3.6339207337885258
C07-S,S,3.6251748228320464
C07-S,S,6.647347797467389
C07-S,S,4.031473088198847
C07-S,S,4.840129320675807
C07-S,S,4.231246595071459
C07-S,S,7.307044972360412
C07-S,S,6.125443280890184
C07-S,S,4.140241406965356
C07-S,S,4.193567780719649
C07-S,S,3.7117066869195305
C07-S,S,5.729134972974281
C07-S,S,4.556356098861118
C07-S,S,6.223127513661881
C07-S,S,2.630613420201259
C07-S,S,1.5532293223428475
C07-S,S,4.0156942680121945
C07-S,S,4.371465247739782
C07-S,S,3.1470676707998515
C07-S,S,3.29489695969924
C07-S,S,4.535407224223704
C07-S,S,2.416783215221364
C07-S,S,4.178401120615919
C07-S,S,4.507323937336815
C07-S,S,2.5322376941434093
C07-S,S,2.737062950830321
C07-S,S,3.2070172036910374
C07-S,S,4.666495403772876
C07-S,S,3.536526327127732
C07-S,S,6.604229410781361
C07-S,S,5.594576825627681
C07-S,S,7.688092905964894
C07-S,S,3.9759732691923495
C07-S,S,3.187159321095311
C07-S,S,3.527538952173992
C07-S,S,5.767789816047085
C07-S,S,3.5988095651210856
C07-S,S,5.0707394295039165
C07-S,S,3.967981355043056
C07-S,S,5.40996237974363
C07-S,S,1.4692078526656815
C07-S,S,3.0962231682777173
C07-S,S,5.14531312966267
C07-S,S,1.918924020132432
C07-S,S,2.507040672369551
C07-S,S,4.0235914128436026
C07-S,S,5.261226840402518
C07-S,S,3.837848040264863
C07-S,S,1.763769476086996
C07-S,S,3.6339207337885258
C07-S,S,5.083244354607721
C07-S,S,3.482254161070224
C07-S,S,4.378720796712142
C07-S,S,5.404091556115475
C07-S,S,3.4455978332997264
C07-S,S,5.701363917672956
C07-S,S,5.427536748869573
C07-S,S,4.246224505961664
C07-S,S,1.511802408074568
C07-S,S,3.1470676707998515
C07-S,S,3.1369646987543267
C07-S,S,4.170797108635421
C07-S,S,6.2078058797941775
C07-S,S,4.577209096132407
C07-S,S,4.193567780719649
C07-S,S,4.253693684128203
C07-S,S,3.518528620850199
C07-S,S,2.336646462175876
C07-S,S,3.054938345421817
C07-S,S,3.771097765009893
C07-S,S,6.709140703861462
C07-S,S,4.140241406965356
C07-S,S,4.364197636316881
C07-S,S,1.983990677521528
C07-S,S,4.727321227047977
C07-S,S,5.706928939903308
C07-S,S,2.4943467139819178
C07-S,S,5.2249003288096505
C07-S,S,2.3230215853143203
C07-S,S,4.652870570594867
C07-S,S,3.6339207337885258
C07-S,S,5.8876244985628645
C07-S,S,2.429882407183215
C07-S,S,4.201130578172108
C07-S,S,5.176068413293333
C07-S,S,3.5454909202859826
C07-S,S,2.2816588429798004
C07-S,S,3.754224759725641
C07-S,S,4.727321227047977
C07-S,S,4.693626419612503
C07-S,S,4.208679785659095
C07-S,S,2.6185185817901284
C07-S,S,4.0550261985540725
C07-S,S,2.54474264769613
C07-S,S,7.56321032563979
C07-S,S,6.8588749727502405
C07-S,S,3.491358109053505
C07-S,S,3.7878956110204745
C07-S,S,4.820413844347526
C07-S,S,2.5322376941434093
C07-S,S,2.2110020486046644
C07-S,S,3.1571383130861377
C07-S,S,6.294135341599703
C07-S,S,3.0445296666259978
C07-S,S,3.3616599766446864
C07-S,S,3.677338292334829
C07-S,S,3.616407760849512
C07-S,S,6.30924733295999
C07-S,S,1.8169603668942629
C07-S,S,4.093980274472972
C07-S,S,3.3045171172802354
C07-S,S,2.2536619686684074
C07-S,S,3.454798377937929
C07-S,S,5.571834549266443
C07-S,S,3.77950602018642
C07-S,S,4.305615145589724
C07-S,S,2.2253128908755286
C07-S,S,1.967925711283216
C07-S,S,3.28524863163696
C07-S,S,8.80083133019779
C07-S,S,2.6426529037892483
C07-S,S,4.713872206262367
C07-S,S,10.17897059078452
C07-S,S,3.9759732691923495
C07-S,S,3.054938345421817
C07-S,S,6.978168698107828
C07-S,S,4.872811186335824
C07-S,S,5.701363917672956
C07-S,S,2.872866588820535
C07-S,S,2.046990137236486
C07-S,S,3.935851422566431
C07-S,S,3.47312634940454
C07-S,S,2.8838949080235423
C07-S,S,4.327676511942633
C07-S,S,2.927592774614536
C07-S,S,4.747423321527871
C07-S,S,3.0756500290270585
C07-S,S,2.850681958836478
C07-S,S,2.0314234463992653
C07-S,S,2.123112252980832
C07-S,S,3.371089616420414
C07-S,S,5.951972032564583
C07-S,S,4.7206015061997775
C07-S,S,5.315251122612825
C07-S,S,2.6185185817901284
C07-S,S,3.0445296666259978
C07-S,S,3.563352448545597
C07-S,S,2.771637748136708
C07-S,S,6.854245289487154
C07-S,S,1.5326558401751
C07-S,S,4.253693684128203
C07-S,S,3.9439084451697126
C07-S,S,6.507387958541733
C07-S,S,3.417847600281708
C07-S,S,6.135799067287671
C07-S,S,4.34962598416327
C07-S,S,3.265866464653287
C07-S,S,6.68544179298547
C07-S,S,5.2249003288096505
C07-S,S,4.734031409598079
C07-S,S,4.208679785659095
C07-S,S,2.2816588429798004
C07-S,S,4.007781562259003
C07-S,S,3.463974485409113
C07-S,S,3.8129536281046623
C07-S,S,4.276022938254716
C07-S,S,2.3636606135239884
C07-S,S,2.3636606135239884
C07-S,S,3.265866464653287
C07-S,S,5.503043830830882
C07-S,S,2.630613420201259
C07-S,S,2.557186451232348
C07-S,S,3.342720896492735
C07-S,S,1.3332844010779643
C07-S,S,4.727321227047977
C07-S,S,2.737062950830321
C07-S,S,4.639205722964035
C07-S,S,3.6339207337885258
C07-S,S,4.443487644387506
C07-S,S,4.570268668946549
C07-S,S,6.171907486155938
C07-S,S,6.125443280890184
C07-S,S,3.509495156340756
C07-S,S,6.737469362037007
C07-S,S,8.345398821444613
C07-S,S,3.491358109053505
C07-S,S,5.25518985982515
C07-S,S,4.846683324112317
C07-S,S,5.392330733565313
C07-S,S,3.177183837092519
C07-S,S,6.661658573552302
C07-S,S,5.398214347681629
C07-S,S,3.275571884161564
C07-S,S,5.74573317764107
C07-S,S,6.020905855446263
C07-S,S,3.3522038117053645
C07-S,S,3.607619393640327
C07-S,S,3.0653116803502
C07-S,S,7.951946538384699
C07-S,S,3.034085280212642
C07-S,S,1.9353957730665816
C07-S,S,2.0624393385761013
C07-S,S,4.276022938254716
C07-S,S,3.9919090976696414
C07-S,S,6.58979391939848
C07-S,S,3.870791546133164
C07-S,S,7.529558499869836
C07-S,S,3.1369646987543267
C07-S,S,2.8617957708052053
C07-S,S,1.3092592908950642
C07-S,S,3.408547317463651
C07-S,S,3.854354989734393
C07-S,S,5.795242564285844
C07-S,S,3.2463685801555866
C07-S,S,4.117175815757948
C07-S,S,2.8617957708052053
C07-S,S,3.380492953002611
C07-S,S,2.760160937976904
C07-S,S,3.275571884161564
C07-S,S,2.468762994462375
C07-S,S,4.713872206262367
C07-S,S,3.911580781529363
C07-S,S,5.05820358973422
C07-S,S,6.418981600101679
C07-S,S,5.404091556115475
C07-S,S,1.983990677521528
C07-S,S,3.668695887220588
C07-S,S,1.918924020132432
C07-S,S,8.303452297206178
C07-S,S,2.654637785700438
C07-S,S,3.187159321095311
C07-S,S,4.155547342369718
C07-S,S,4.780738981642966
C07-S,S,3.47312634940454
C07-S,S,3.911580781529363
C07-S,S,2.850681958836478
C07-S,S,3.085953743077969
C07-S,S,4.42917685796118
C07-S,S,1.2847849965781306
C07-S,S,3.607619393640327
C07-S,S,5.3628158390288885
C07-S,S,3.651349710200832
C07-S,S,3.3045171172802354
C07-S,S,4.570268668946549
C07-S,S,3.935851422566431
C07-S,S,3.5454909202859826
C07-S,S,3.8625820108126097
C07-S,S,5.656646647514839
C07-S,S,3.197103680115411
C07-S,S,1.5935796605476555
C07-S,S,3.482254161070224
C07-S,S,3.6859604338129857
C07-S,S,6.478053227845328
C07-S,S,1.885548882504947
C07-S,S,2.630613420201259
C07-S,S,6.448585054306144
C07-S,S,1.6329332323266434
C07-S,S,2.442911360672195
C07-S,S,3.7878956110204745
C07-S,S,5.935950544465699
C07-S,S,2.817077460835509
C07-S,S,4.450625781751057
C07-S,S,3.754224759725641
C07-S,S,5.05820358973422
C07-S,S,3.616407760849512
C07-S,S,3.677338292334829
C07-S,S,3.9759732691923495
C07-S,S,4.393195946265654
C07-S,S,3.463974485409113
C07-S,S,2.23953228725544
C07-S,S,3.951949041579833
C07-S,S,4.794000418995204
C07-S,S,6.057699162527515
C07-S,S,3.399221589132705
C07-S,S,6.854245289487154
C07-S,S,2.7944499662047773
C07-S,S,4.193567780719649
C07-S,S,1.2847849965781306
C07-S,S,3.754224759725641
C07-S,S,4.0235914128436026
C07-S,S,2.092995659821536
C07-S,S,5.898397836938703
C07-S,S,6.418981600101679
C07-S,S,3.3236738987336945
C07-S,S,2.350192352247326
C07-S,S,5.456701584028908
C07-S,S,4.89879969697993
C07-S,S,4.646043170628641
C07-S,S,3.106458644685695
C07-S,S,2.9167296841861186
C07-S,S,7.533773198492564
C07-S,S,6.661658573552302
C07-S,S,4.378720796712142
C07-S,S,2.666568802155929
C07-S,S,5.526069219390664
C07-S,S,3.226752880450537
C07-S,S,3.1571383130861377
C07-S,S,1.425340979418239
C07-S,S,4.6732929243517525
C07-S,S,3.927777872685193
C07-S,S,5.14531312966267
C07-S,S,1.6133764402252686
C07-S,S,3.737275577183397
C07-S,S,1.2343814972311875
C07-S,S,2.23953228725544
C07-S,S,4.807225272862896
C07-S,S,3.509495156340756
C07-S,S,2.138011469127358
C07-S,S,3.47312634940454
C07-S,S,3.829567883822151
C07-S,S,7.542195530019787
C07-S,S,2.7944499662047773
C07-S,S,6.177048601154963
C07-S,S,6.115069957136806
C07-S,S,4.760777562595452
C07-S,S,5.0519240049546825
C07-S,S,5.139139986312522
C07-S,S,3.7878956110204745
C07-S,S,2.8838949080235423
C07-S,S,3.911580781529363
C07-S,S,3.919687693400157
C07-S,S,6.052456669842732
C07-S,S,2.9167296841861186
C07-S,S,2.678446672979338
C07-S,S,3.197103680115411
C07-S,S,2.1820988181584404
C07-S,S,4.774094448923046
C07-S,S,4.521387384732147
C07-S,S,4.093980274472972
C07-S,S,3.427122644743577
C07-S,S,1.511802408074568
C07-S,S,3.0445296666259978
C07-S,S,2.630613420201259
C07-S,S,2.905825983649
C07-S,S,2.442911360672195
C07-S,S,3.518528620850199
C07-S,S,2.481587823589891
C07-S,S,4.659687967028543
C07-S,S,3.5988095651210856
C07-S,S,5.101944274366352
C07-S,S,2.7486362073164146
C07-S,S,3.2365755907839726
C07-S,S,3.959973311855338
C07-S,S,3.333211002694912
C07-S,S,6.151300058054117
C07-S,S,2.3230215853143203
C07-S,S,4.632358183109277
C07-S,S,7.419135981738698
C07-S,S,3.417847600281708
C07-S,S,5.844332554635763
C07-S,S,3.0445296666259978
C07-S,S,3.2463685801555866
C07-S,S,4.2162154761798245
C07-S,S,2.654637785700438
C07-S,S,1.5735338353999258
C07-S,S,6.078623919699069
C07-S,S,1.007868272049712
C07-S,S,1.7816762242727986
C07-S,S,3.9439084451697126
C07-S,S,5.261226840402518
C07-S,S,2.51967068012428
C07-S,S,6.344368662995729
C07-S,S,3.927777872685193
C07-S,S,2.8948812141238016
C07-S,S,2.760160937976904
C07-S,S,2.8838949080235423
C07-S,S,4.268592831966727
C07-S,S,3.927777872685193
C07-S,S,3.572249721942558
C07-S,S,6.58979391939848
C07-S,S,3.1470676707998515
C07-S,S,6.718596861766319
C07-S,S,2.481587823589891
C07-S,S,4.298236193901963
C07-S,S,5.297304247100458
C07-S,S,4.117175815757948
C07-S,S,2.817077460835509
C07-S,S,6.61863341788302
C07-S,S,4.201130578172108
C07-S,S,2.9813145541504222
C07-S,S,3.116660506777289
C07-S,S,3.167176934009081
