hkl_guess,two_theta_deg,fwhm_deg,eta,fwhm_fit_deg,residual_deg2
111,28.441356305773102,0.07801863291661076,0.6121314987935422,0.07664537067245547,0.0002123942366587632
220,47.309178516277505,0.07237084399870326,0.6975207085770823,0.07509453277354323,-0.0004016497913921146
311,56.12976934164506,0.07443018279903497,0.7281292267957807,0.0756701894961015,-0.00018612546687814778
422,88.04265078792154,0.08816954850968214,0.8697710746825631,0.08894319479880484,-0.00013702261661695248
331,76.38645738441745,0.08158182991583682,0.7726090050413201,0.08153873122022608,7.030283412257088e-06
400,69.13808484280014,0.08172829675413266,0.7844105235734291,0.07857570321362309,0.0005053733548161946
