combo_id,precursor_eta2_pct,interaction_total_eta2_pct,D_sec_S_lt_M_count,D_sec_S_lt_L_count,abs_dev_from_default_precursor_eta2_pct,abs_dev_from_default_interaction_total_eta2_pct,abs_dev_from_default_D_sec_S_lt_M_count,abs_dev_from_default_D_sec_S_lt_L_count
default,88.7759157941011,0.6337784397913638,27,27,0.0,0.0,0,0
percentile_75,78.51104933670265,1.5644598649355124,27,27,10.26486645739844,0.9306814251441485,0,0
percentile_80,81.64690788006101,1.3057115836278204,27,27,7.129007914040088,0.6719331438364565,0,0
percentile_85,85.53438895942182,0.8906167802363992,27,27,3.241526834679277,0.2568383404450354,0,0
percentile_95,91.29623701278788,0.5828444770320984,27,27,2.5203212186867887,0.05093396275926543,0,0
slope_0.033,83.49654774684579,0.8209413122006033,27,27,5.2793680472553035,0.18716287240923946,0,0
slope_0.057,86.73206604404406,0.609843378387761,27,27,2.043849750057035,0.023935061403602798,0,0
slope_0.107,89.87440797084908,0.5863831709574289,27,27,1.0984921767479818,0.04739526883393497,0,0
slope_0.131,91.25451762673951,0.5653426680937144,27,27,2.478601832638418,0.06843577169764947,0,0
