sample_id,n_sec,D_sec,n_images,combo_id,percentile,slope
C15-L,642,8.481227151853203,3,slope_0.033,90.0,0.033
C15-M,516,8.44371599729412,3,slope_0.033,90.0,0.033
C15-S,2250,4.342321821185702,3,slope_0.033,90.0,0.033
C16-L,575,8.936842475414716,3,slope_0.033,90.0,0.033
C16-M,560,8.936841769531394,3,slope_0.033,90.0,0.033
C16-S,2002,4.55983689241036,3,slope_0.033,90.0,0.033
C17-L,529,9.42100790261667,3,slope_0.033,90.0,0.033
C17-M,475,9.63424017327696,3,slope_0.033,90.0,0.033
C17-S,1996,4.683469480752235,3,slope_0.033,90.0,0.033
C18-L,471,10.059767440665343,3,slope_0.033,90.0,0.033
C18-M,523,8.782778323843607,3,slope_0.033,90.0,0.033
C18-S,1817,5.0582035897342195,3,slope_0.033,90.0,0.033
C19-L,399,10.600599226087162,3,slope_0.033,90.0,0.033
C19-M,420,10.084977965125548,3,slope_0.033,90.0,0.033
C19-S,1615,5.380544204207179,3,slope_0.033,90.0,0.033
C20-L,456,10.171170132483548,3,slope_0.033,90.0,0.033
C20-M,460,9.931140718351985,3,slope_0.033,90.0,0.033
C20-S,1566,5.365773818879781,3,slope_0.033,90.0,0.033
C21-L,391,10.919218997497024,3,slope_0.033,90.0,0.033
C21-M,568,8.422988995279479,3,slope_0.033,90.0,0.033
C21-S,1491,5.560428530039174,3,slope_0.033,90.0,0.033
C22-L,380,11.180639031846233,3,slope_0.033,90.0,0.033
C22-M,315,11.25421564164936,3,slope_0.033,90.0,0.033
C22-S,1444,5.625696633887998,3,slope_0.033,90.0,0.033
C23-L,382,10.657328240524308,3,slope_0.033,90.0,0.033
C23-M,563,8.986432945137661,3,slope_0.033,90.0,0.033
C23-S,1008,6.71623365469868,3,slope_0.033,90.0,0.033
C24-L,505,9.761894920942964,3,slope_0.033,90.0,0.033
C24-M,496,9.254391072820038,3,slope_0.033,90.0,0.033
C24-S,2070,4.676686748162366,3,slope_0.033,90.0,0.033
C25-L,474,10.111699197066159,3,slope_0.033,90.0,0.033
C25-M,590,8.41923969288112,3,slope_0.033,90.0,0.033
C25-S,1746,5.14531312966267,3,slope_0.033,90.0,0.033
C26-L,452,10.157116751185985,3,slope_0.033,90.0,0.033
C26-M,399,10.811119719570081,3,slope_0.033,90.0,0.033
C26-S,1478,5.497272414632829,3,slope_0.033,90.0,0.033
C27-L,483,9.926351294359565,3,slope_0.033,90.0,0.033
C27-M,477,9.387252839225006,3,slope_0.033,90.0,0.033
C27-S,1695,4.963175647179782,3,slope_0.033,90.0,0.033
C01-L,574,8.589055301801,3,slope_0.057,90.0,0.057
C01-M,594,7.861556465830413,3,slope_0.057,90.0,0.057
C01-S,2915,3.903457032819381,3,slope_0.057,90.0,0.057
C02-L,543,9.088295317328555,3,slope_0.057,90.0,0.057
C02-M,499,9.000551465932888,3,slope_0.057,90.0,0.057
C02-S,2535,4.276022938254716,3,slope_0.057,90.0,0.057
C03-L,538,8.911940914160143,3,slope_0.057,90.0,0.057
C03-M,455,9.407520411230296,3,slope_0.057,90.0,0.057
C03-S,2707,4.155547342369718,3,slope_0.057,90.0,0.057
C04-L,472,9.932712175154869,3,slope_0.057,90.0,0.057
C04-M,544,8.406037454255582,3,slope_0.057,90.0,0.057
C04-S,2481,4.208679785659095,3,slope_0.057,90.0,0.057
C05-L,615,8.577989303878937,3,slope_0.057,90.0,0.057
C05-M,507,9.268142033322574,3,slope_0.057,90.0,0.057
C05-S,3095,3.911580781529363,3,slope_0.057,90.0,0.057
C06-L,550,9.110968805999107,3,slope_0.057,90.0,0.057
C06-M,499,8.911943761426974,3,slope_0.057,90.0,0.057
C06-S,1894,4.895557604429261,3,slope_0.057,90.0,0.057
C07-L,558,8.97935909700074,3,slope_0.057,90.0,0.057
C07-M,482,9.17000756769692,3,slope_0.057,90.0,0.057
C07-S,2831,4.0550261985540725,3,slope_0.057,90.0,0.057
C08-L,558,8.788189026356617,3,slope_0.057,90.0,0.057
C08-M,659,7.6839628530716455,3,slope_0.057,90.0,0.057
C08-S,2843,3.9599733118553386,3,slope_0.057,90.0,0.057
C09-L,536,9.353370417741479,3,slope_0.057,90.0,0.057
C09-M,456,9.175199446841596,3,slope_0.057,90.0,0.057
C09-S,2506,4.047190391814686,3,slope_0.057,90.0,0.057
C10-L,587,9.11967644191619,3,slope_0.057,90.0,0.057
C10-M,453,9.765146176627098,3,slope_0.057,90.0,0.057
C10-S,2793,4.007781562259003,3,slope_0.057,90.0,0.057
C11-L,509,9.538209948353153,3,slope_0.057,90.0,0.057
C11-M,567,8.215053850988113,3,slope_0.057,90.0,0.057
C11-S,2777,4.101726696299568,3,slope_0.057,90.0,0.057
C12-L,518,8.9563570165787,3,slope_0.057,90.0,0.057
C12-M,614,8.060977202855,3,slope_0.057,90.0,0.057
C12-S,2176,4.697005562053578,3,slope_0.057,90.0,0.057
C13-L,453,10.197664767398114,3,slope_0.057,90.0,0.057
C13-M,418,9.958274579536962,3,slope_0.057,90.0,0.057
C13-S,2677,4.170797108635421,3,slope_0.057,90.0,0.057
C14-L,599,8.76106561244695,3,slope_0.057,90.0,0.057
C14-M,542,8.680986949662907,3,slope_0.057,90.0,0.057
C14-S,2925,3.9599733118553386,3,slope_0.057,90.0,0.057
C15-L,558,9.046278357132444,3,slope_0.057,90.0,0.057
C15-M,415,9.383870654701886,3,slope_0.057,90.0,0.057
C15-S,2332,4.276022938254716,3,slope_0.057,90.0,0.057
C16-L,490,9.584688920207196,3,slope_0.057,90.0,0.057
C16-M,445,9.990105008771899,3,slope_0.057,90.0,0.057
C16-S,2065,4.47906457451088,3,slope_0.057,90.0,0.057
C17-L,464,10.217872410604214,3,slope_0.057,90.0,0.057
C17-M,388,10.63940614281458,3,slope_0.057,90.0,0.057
C17-S,2036,4.632358183109277,3,slope_0.057,90.0,0.057
C18-L,408,10.713786691917353,3,slope_0.057,90.0,0.057
C18-M,430,9.737474673184668,3,slope_0.057,90.0,0.057
C18-S,1844,5.026727219412869,3,slope_0.057,90.0,0.057
C19-L,354,11.423587688715871,3,slope_0.057,90.0,0.057
C19-M,356,10.765511380147023,3,slope_0.057,90.0,0.057
C19-S,1632,5.365773818879781,3,slope_0.057,90.0,0.057
C20-L,396,10.88427701637233,3,slope_0.057,90.0,0.057
C20-M,396,10.70341147341394,3,slope_0.057,90.0,0.057
C20-S,1587,5.333137604311858,3,slope_0.057,90.0,0.057
C21-L,343,11.383224071563951,3,slope_0.057,90.0,0.057
C21-M,512,8.813446248275199,3,slope_0.057,90.0,0.057
C21-S,1494,5.560428530039174,3,slope_0.057,90.0,0.057
C22-L,315,11.723916934216893,3,slope_0.057,90.0,0.057
C22-M,263,12.328375547917663,3,slope_0.057,90.0,0.057
C22-S,1456,5.605913365775096,3,slope_0.057,90.0,0.057
C23-L,315,11.472113457033185,3,slope_0.057,90.0,0.057
C23-M,515,9.27841144592807,3,slope_0.057,90.0,0.057
C23-S,989,6.789098234771531,3,slope_0.057,90.0,0.057
C24-L,426,10.54806485233658,3,slope_0.057,90.0,0.057
C24-M,415,10.034491603134077,3,slope_0.057,90.0,0.057
C24-S,2126,4.622066576727708,3,slope_0.057,90.0,0.057
C25-L,403,10.901762201365578,3,slope_0.057,90.0,0.057
C25-M,497,9.130112847896761,3,slope_0.057,90.0,0.057
C25-S,1779,5.1267714004225615,3,slope_0.057,90.0,0.057
C26-L,400,10.88427584415595,3,slope_0.057,90.0,0.057
C26-M,346,11.344016204312613,3,slope_0.057,90.0,0.057
C26-S,1492,5.4450543955426225,3,slope_0.057,90.0,0.057
C27-L,411,10.61556126490416,3,slope_0.057,90.0,0.057
C27-M,400,10.504337534776326,3,slope_0.057,90.0,0.057
C27-S,1767,4.85976481436643,3,slope_0.057,90.0,0.057
C01-L,459,9.667132860885456,3,slope_0.107,90.0,0.107
C01-M,414,9.647329903548068,3,slope_0.107,90.0,0.107
C01-S,3004,3.8543549897343925,3,slope_0.107,90.0,0.107
C02-L,459,9.807314418056096,3,slope_0.107,90.0,0.107
C02-M,354,10.540527934770399,3,slope_0.107,90.0,0.107
C02-S,2629,4.2011305781721076,3,slope_0.107,90.0,0.107
C03-L,492,9.4697353194502,3,slope_0.107,90.0,0.107
C03-M,368,10.56460216943016,3,slope_0.107,90.0,0.107
C03-S,2813,4.08621916744697,3,slope_0.107,90.0,0.107
C04-L,447,10.238051716608437,3,slope_0.107,90.0,0.107
C04-M,401,10.119544536399026,3,slope_0.107,90.0,0.107
C04-S,2604,4.124878677152203,3,slope_0.107,90.0,0.107
C05-L,504,9.394008085304392,3,slope_0.107,90.0,0.107
C05-M,374,10.53602024060639,3,slope_0.107,90.0,0.107
C05-S,3163,3.887158602416619,3,slope_0.107,90.0,0.107
C06-L,456,9.90554285891217,3,slope_0.107,90.0,0.107
C06-M,348,11.276678855132538,3,slope_0.107,90.0,0.107
C06-S,1955,4.820413844347526,3,slope_0.107,90.0,0.107
C07-L,454,9.833169454884608,3,slope_0.107,90.0,0.107
C07-M,368,10.50280807179089,3,slope_0.107,90.0,0.107
C07-S,2909,4.0156942680121945,3,slope_0.107,90.0,0.107
C08-L,461,9.81701982806897,3,slope_0.107,90.0,0.107
C08-M,519,8.808042172317101,3,slope_0.107,90.0,0.107
C08-S,2905,3.935851422566431,3,slope_0.107,90.0,0.107
C09-L,496,9.594620100662157,3,slope_0.107,90.0,0.107
C09-M,379,10.238051716608437,3,slope_0.107,90.0,0.107
C09-S,2600,3.9998532032338936,3,slope_0.107,90.0,0.107
C10-L,499,9.862185455150303,3,slope_0.107,90.0,0.107
C10-M,320,11.565801769105718,3,slope_0.107,90.0,0.107
C10-S,2859,3.9679813550430554,3,slope_0.107,90.0,0.107
C11-L,413,10.333722100782232,3,slope_0.107,90.0,0.107
C11-M,411,9.900734861217705,3,slope_0.107,90.0,0.107
C11-S,2861,4.0550261985540725,3,slope_0.107,90.0,0.107
C12-L,464,9.634226087709997,3,slope_0.107,90.0,0.107
C12-M,481,8.986432945137661,3,slope_0.107,90.0,0.107
C12-S,2267,4.611754560525867,3,slope_0.107,90.0,0.107
C13-L,425,10.47710458162205,3,slope_0.107,90.0,0.107
C13-M,294,11.552073452637242,3,slope_0.107,90.0,0.107
C13-S,2758,4.113317165865251,3,slope_0.107,90.0,0.107
C14-L,473,9.706456953511141,3,slope_0.107,90.0,0.107
C14-M,429,9.617751644722883,3,slope_0.107,90.0,0.107
C14-S,3001,3.9196876934001574,3,slope_0.107,90.0,0.107
C15-L,472,9.787874727152687,3,slope_0.107,90.0,0.107
C15-M,286,11.004576567814555,3,slope_0.107,90.0,0.107
C15-S,2454,4.193567780719649,3,slope_0.107,90.0,0.107
C16-L,439,10.122680920957952,3,slope_0.107,90.0,0.107
C16-M,319,11.191990298189324,3,slope_0.107,90.0,0.107
C16-S,2192,4.393195946265654,3,slope_0.107,90.0,0.107
C17-L,408,10.678169173762685,3,slope_0.107,90.0,0.107
C17-M,281,12.585748741737016,3,slope_0.107,90.0,0.107
C17-S,2108,4.580674055797155,3,slope_0.107,90.0,0.107
C18-L,363,11.273942590428806,3,slope_0.107,90.0,0.107
C18-M,300,11.891916421579939,3,slope_0.107,90.0,0.107
C18-S,1881,4.982326235288772,3,slope_0.107,90.0,0.107
C19-L,314,11.886565100863113,3,slope_0.107,90.0,0.107
C19-M,261,12.492078988931826,3,slope_0.107,90.0,0.107
C19-S,1681,5.279296361851663,3,slope_0.107,90.0,0.107
C20-L,348,11.370666129902684,3,slope_0.107,90.0,0.107
C20-M,291,12.297438546711295,3,slope_0.107,90.0,0.107
C20-S,1636,5.249145936192507,3,slope_0.107,90.0,0.107
C21-L,286,11.959770287229107,3,slope_0.107,90.0,0.107
C21-M,424,9.491500441490546,3,slope_0.107,90.0,0.107
C21-S,1510,5.53467830129105,3,slope_0.107,90.0,0.107
C22-L,253,12.771027336866073,3,slope_0.107,90.0,0.107
C22-M,198,13.574686783616908,3,slope_0.107,90.0,0.107
C22-S,1487,5.5547167375403435,3,slope_0.107,90.0,0.107
C23-L,256,12.73232937123388,3,slope_0.107,90.0,0.107
C23-M,392,10.417815419567482,3,slope_0.107,90.0,0.107
C23-S,943,6.955386499860234,3,slope_0.107,90.0,0.107
C24-L,373,11.072225426422966,3,slope_0.107,90.0,0.107
C24-M,329,11.430532626286505,3,slope_0.107,90.0,0.107
C24-S,2258,4.464867820654131,3,slope_0.107,90.0,0.107
C25-L,364,11.271113901373727,3,slope_0.107,90.0,0.107
C25-M,357,10.618551142801753,3,slope_0.107,90.0,0.107
C25-S,1833,5.039341360248559,3,slope_0.107,90.0,0.107
C26-L,338,11.798140344341977,3,slope_0.107,90.0,0.107
C26-M,281,12.633579542395248,3,slope_0.107,90.0,0.107
C26-S,1509,5.368731798730674,3,slope_0.107,90.0,0.107
C27-L,355,11.441635623198781,3,slope_0.107,90.0,0.107
C27-M,306,11.829040882760665,3,slope_0.107,90.0,0.107
C27-S,1880,4.767440655516864,3,slope_0.107,90.0,0.107
C01-L,459,9.667132860885456,3,slope_0.131,90.0,0.131
C01-M,356,10.133606926764205,3,slope_0.131,90.0,0.131
C01-S,3004,3.8543549897343925,3,slope_0.131,90.0,0.131
C02-L,459,9.807314418056096,3,slope_0.131,90.0,0.131
C02-M,331,11.092276038625558,3,slope_0.131,90.0,0.131
C02-S,2629,4.2011305781721076,3,slope_0.131,90.0,0.131
C03-L,492,9.4697353194502,3,slope_0.131,90.0,0.131
C03-M,368,10.56460216943016,3,slope_0.131,90.0,0.131
C03-S,2813,4.08621916744697,3,slope_0.131,90.0,0.131
C04-L,447,10.238051716608437,3,slope_0.131,90.0,0.131
C04-M,369,10.47710458162205,3,slope_0.131,90.0,0.131
C04-S,2614,4.124878677152203,3,slope_0.131,90.0,0.131
C05-L,502,9.394008085304392,3,slope_0.131,90.0,0.131
C05-M,350,10.859430665822693,3,slope_0.131,90.0,0.131
C05-S,3163,3.887158602416619,3,slope_0.131,90.0,0.131
C06-L,456,9.90554285891217,3,slope_0.131,90.0,0.131
C06-M,345,11.405511364701505,3,slope_0.131,90.0,0.131
C06-S,1997,4.787374292236132,3,slope_0.131,90.0,0.131
C07-L,454,9.833169454884608,3,slope_0.131,90.0,0.131
C07-M,320,11.257027063841903,3,slope_0.131,90.0,0.131
C07-S,2909,4.0156942680121945,3,slope_0.131,90.0,0.131
C08-L,461,9.81701982806897,3,slope_0.131,90.0,0.131
C08-M,453,9.647410705978821,3,slope_0.131,90.0,0.131
C08-S,2905,3.935851422566431,3,slope_0.131,90.0,0.131
C09-L,496,9.594620100662157,3,slope_0.131,90.0,0.131
C09-M,379,10.238051716608437,3,slope_0.131,90.0,0.131
C09-S,2600,3.9998532032338936,3,slope_0.131,90.0,0.131
C10-L,499,9.862185455150303,3,slope_0.131,90.0,0.131
C10-M,304,11.757638777073126,3,slope_0.131,90.0,0.131
C10-S,2859,3.9679813550430554,3,slope_0.131,90.0,0.131
C11-L,413,10.333722100782232,3,slope_0.131,90.0,0.131
C11-M,375,10.388868355924295,3,slope_0.131,90.0,0.131
C11-S,2861,4.0550261985540725,3,slope_0.131,90.0,0.131
C12-L,464,9.634226087709997,3,slope_0.131,90.0,0.131
C12-M,432,9.52155279054112,3,slope_0.131,90.0,0.131
C12-S,2293,4.570268668946549,3,slope_0.131,90.0,0.131
C13-L,425,10.47710458162205,3,slope_0.131,90.0,0.131
C13-M,291,11.585006288686937,3,slope_0.131,90.0,0.131
C13-S,2758,4.113317165865251,3,slope_0.131,90.0,0.131
C14-L,466,9.797590822653047,3,slope_0.131,90.0,0.131
C14-M,390,10.067653002724313,3,slope_0.131,90.0,0.131
C14-S,3001,3.9196876934001574,3,slope_0.131,90.0,0.131
C15-L,472,9.787874727152687,3,slope_0.131,90.0,0.131
C15-M,275,11.313293295029679,3,slope_0.131,90.0,0.131
C15-S,2454,4.193567780719649,3,slope_0.131,90.0,0.131
C16-L,439,10.122680920957952,3,slope_0.131,90.0,0.131
C16-M,319,11.191990298189324,3,slope_0.131,90.0,0.131
C16-S,2198,4.385964343097444,3,slope_0.131,90.0,0.131
C17-L,408,10.678169173762685,3,slope_0.131,90.0,0.131
C17-M,281,12.585748741737016,3,slope_0.131,90.0,0.131
C17-S,2132,4.542400917235657,3,slope_0.131,90.0,0.131
C18-L,363,11.273942590428806,3,slope_0.131,90.0,0.131
C18-M,299,11.914605907002338,3,slope_0.131,90.0,0.131
C18-S,1902,4.9503674306088525,3,slope_0.131,90.0,0.131
C19-L,314,11.886565100863113,3,slope_0.131,90.0,0.131
C19-M,255,12.509854087448483,3,slope_0.131,90.0,0.131
C19-S,1702,5.261226840402518,3,slope_0.131,90.0,0.131
C20-L,348,11.370666129902684,3,slope_0.131,90.0,0.131
C20-M,265,12.610945461136634,3,slope_0.131,90.0,0.131
C20-S,1657,5.206642030705284,3,slope_0.131,90.0,0.131
C21-L,282,11.959770287229107,3,slope_0.131,90.0,0.131
C21-M,400,9.699909040593234,3,slope_0.131,90.0,0.131
C21-S,1520,5.4799216956626955,3,slope_0.131,90.0,0.131
C22-L,253,12.771027336866073,3,slope_0.131,90.0,0.131
C22-M,186,13.813445763741768,3,slope_0.131,90.0,0.131
C22-S,1496,5.53467235783204,3,slope_0.131,90.0,0.131
C23-L,256,12.73232937123388,3,slope_0.131,90.0,0.131
C23-M,356,10.73302805432631,3,slope_0.131,90.0,0.131
C23-S,923,6.969064755942961,3,slope_0.131,90.0,0.131
C24-L,373,11.072225426422966,3,slope_0.131,90.0,0.131
C24-M,319,11.642405515164564,3,slope_0.131,90.0,0.131
C24-S,2269,4.457752488928697,3,slope_0.131,90.0,0.131
C25-L,364,11.271113901373727,3,slope_0.131,90.0,0.131
C25-M,338,10.913396966152323,3,slope_0.131,90.0,0.131
C25-S,1859,4.9886934279638355,3,slope_0.131,90.0,0.131
C26-L,338,11.798140344341977,3,slope_0.131,90.0,0.131
C26-M,281,12.633579542395248,3,slope_0.131,90.0,0.131
C26-S,1520,5.345028672818396,3,slope_0.131,90.0,0.131
C27-L,355,11.441635623198781,3,slope_0.131,90.0,0.131
C27-M,296,12.007490584485637,3,slope_0.131,90.0,0.131
C27-S,1909,4.754105131057737,3,slope_0.131,90.0,0.131
