target,R2,MAE,n_folds,n_eval
compaction_density,0.6371728177751338,0.06190856370793376,27,81
D_sec,0.9214152580336895,0.6078356008632809,27,81
D_XRD,0.5621112935904966,8.254547325158532,17,51
