sample_id,filename,mag_raw,mag_bucket,pixel_um,pixel_source,mag_read_error,pixel_read_error
C12-M,C12-M-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C12-M,C12-M-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C12-M,C12-M-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C12-M,C12-M-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C12-M,C12-M-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C12-M,C12-M-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C12-M,C12-M-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C12-M,C12-M-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C12-M,C12-M-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C12-M,C12-M-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C12-M,C12-M-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C12-S,C12-S-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C12-S,C12-S-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C12-S,C12-S-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C12-S,C12-S-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C12-S,C12-S-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C12-S,C12-S-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C12-S,C12-S-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C12-S,C12-S-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C12-S,C12-S-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C12-S,C12-S-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C12-S,C12-S-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C12-S,C12-S-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C13-L,C13-L-01.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C13-L,C13-L-02.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C13-L,C13-L-03.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C13-L,C13-L-04.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C13-L,C13-L-05.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C13-L,C13-L-06.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C13-L,C13-L-07.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C13-L,C13-L-08.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C13-L,C13-L-09.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C13-L,C13-L-10.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
