sample_id,filename,mag_raw,mag_bucket,pixel_um,pixel_source,mag_read_error,pixel_read_error
C13-L,C13-L-11.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C13-L,C13-L-12.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C13-M,C13-M-01.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C13-M,C13-M-02.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C13-M,C13-M-03.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C13-M,C13-M-04.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C13-M,C13-M-05.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C13-M,C13-M-06.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C13-M,C13-M-07.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C13-M,C13-M-08.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C13-M,C13-M-09.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C13-M,C13-M-10.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C13-M,C13-M-11.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C13-M,C13-M-12.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C13-S,C13-S-01.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C13-S,C13-S-02.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C13-S,C13-S-03.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C13-S,C13-S-04.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C13-S,C13-S-05.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C13-S,C13-S-06.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C13-S,C13-S-07.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C13-S,C13-S-08.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C13-S,C13-S-09.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C13-S,C13-S-10.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C13-S,C13-S-11.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C13-S,C13-S-12.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C14-L,C14-L-01.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C14-L,C14-L-02.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C14-L,C14-L-03.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C14-L,C14-L-04.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C14-L,C14-L-05.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C14-L,C14-L-06.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C14-L,C14-L-07.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C14-L,C14-L-08.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C14-L,C14-L-09.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C14-L,C14-L-10.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C14-L,C14-L-11.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C14-L,C14-L-12.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C14-M,C14-M-01.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C14-M,C14-M-02.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C14-M,C14-M-03.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C14-M,C14-M-04.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C14-M,C14-M-05.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C14-M,C14-M-06.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C14-M,C14-M-07.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C14-M,C14-M-08.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C14-M,C14-M-09.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C14-M,C14-M-10.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C14-M,C14-M-11.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C14-M,C14-M-12.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C14-S,C14-S-01.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C14-S,C14-S-02.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C14-S,C14-S-03.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C14-S,C14-S-04.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C14-S,C14-S-05.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C14-S,C14-S-06.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C14-S,C14-S-07.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C14-S,C14-S-08.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C14-S,C14-S-09.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C14-S,C14-S-10.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C14-S,C14-S-11.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C14-S,C14-S-12.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C15-L,C15-L-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C15-L,C15-L-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C15-L,C15-L-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C15-L,C15-L-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C15-L,C15-L-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C15-L,C15-L-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C15-L,C15-L-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C15-L,C15-L-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C15-L,C15-L-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C15-L,C15-L-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C15-L,C15-L-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C15-L,C15-L-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C15-M,C15-M-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C15-M,C15-M-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C15-M,C15-M-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C15-M,C15-M-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C15-M,C15-M-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C15-M,C15-M-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C15-M,C15-M-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C15-M,C15-M-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C15-M,C15-M-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C15-M,C15-M-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C15-M,C15-M-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C15-M,C15-M-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C15-S,C15-S-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C15-S,C15-S-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C15-S,C15-S-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C15-S,C15-S-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C15-S,C15-S-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C15-S,C15-S-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C15-S,C15-S-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C15-S,C15-S-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C15-S,C15-S-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C15-S,C15-S-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C15-S,C15-S-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C15-S,C15-S-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C16-L,C16-L-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C16-L,C16-L-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C16-L,C16-L-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C16-L,C16-L-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C16-L,C16-L-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C16-L,C16-L-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C16-L,C16-L-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C16-L,C16-L-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C16-L,C16-L-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C16-L,C16-L-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C16-L,C16-L-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C16-L,C16-L-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C16-M,C16-M-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C16-M,C16-M-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C16-M,C16-M-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C16-M,C16-M-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C16-M,C16-M-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C16-M,C16-M-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C16-M,C16-M-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C16-M,C16-M-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C16-M,C16-M-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C16-M,C16-M-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C16-M,C16-M-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C16-M,C16-M-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C16-S,C16-S-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C16-S,C16-S-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C16-S,C16-S-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C16-S,C16-S-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C16-S,C16-S-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C16-S,C16-S-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C16-S,C16-S-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C16-S,C16-S-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C16-S,C16-S-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C16-S,C16-S-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C16-S,C16-S-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C16-S,C16-S-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C17-L,C17-L-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C17-L,C17-L-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C17-L,C17-L-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C17-L,C17-L-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C17-L,C17-L-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C17-L,C17-L-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C17-L,C17-L-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C17-L,C17-L-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C17-L,C17-L-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C17-L,C17-L-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C17-L,C17-L-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C17-L,C17-L-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C17-M,C17-M-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C17-M,C17-M-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C17-M,C17-M-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C17-M,C17-M-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C17-M,C17-M-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C17-M,C17-M-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C17-M,C17-M-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C17-M,C17-M-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C17-M,C17-M-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C17-M,C17-M-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C17-M,C17-M-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C17-M,C17-M-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C17-S,C17-S-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C17-S,C17-S-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C17-S,C17-S-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C17-S,C17-S-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C17-S,C17-S-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C17-S,C17-S-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C17-S,C17-S-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C17-S,C17-S-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C17-S,C17-S-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C17-S,C17-S-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C17-S,C17-S-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C17-S,C17-S-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C18-L,C18-L-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C18-L,C18-L-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C18-L,C18-L-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C18-L,C18-L-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C18-L,C18-L-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C18-L,C18-L-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C18-L,C18-L-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C18-L,C18-L-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C18-L,C18-L-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C18-L,C18-L-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C18-L,C18-L-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C18-L,C18-L-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C18-M,C18-M-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C18-M,C18-M-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C18-M,C18-M-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C18-M,C18-M-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C18-M,C18-M-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C18-M,C18-M-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C18-M,C18-M-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C18-M,C18-M-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C18-M,C18-M-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C18-M,C18-M-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C18-M,C18-M-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C18-M,C18-M-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C18-S,C18-S-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C18-S,C18-S-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C18-S,C18-S-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C18-S,C18-S-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C18-S,C18-S-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C18-S,C18-S-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C18-S,C18-S-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C18-S,C18-S-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C18-S,C18-S-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C18-S,C18-S-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C18-S,C18-S-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C18-S,C18-S-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C19-L,C19-L-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C19-L,C19-L-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C19-L,C19-L-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C19-L,C19-L-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C19-L,C19-L-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C19-L,C19-L-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C19-L,C19-L-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C19-L,C19-L-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C19-L,C19-L-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C19-L,C19-L-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C19-L,C19-L-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C19-L,C19-L-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C19-M,C19-M-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C19-M,C19-M-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C19-M,C19-M-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C19-M,C19-M-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C19-M,C19-M-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C19-M,C19-M-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C19-M,C19-M-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C19-M,C19-M-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C19-M,C19-M-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C19-M,C19-M-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C19-M,C19-M-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C19-M,C19-M-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C19-S,C19-S-001.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C19-S,C19-S-002.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C19-S,C19-S-003.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C19-S,C19-S-004.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C19-S,C19-S-005.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C19-S,C19-S-006.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C19-S,C19-S-007.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C19-S,C19-S-008.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C19-S,C19-S-009.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C19-S,C19-S-010.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C19-S,C19-S-011.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C19-S,C19-S-012.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C20-L,C20-L-01.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C20-L,C20-L-02.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C20-L,C20-L-03.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C20-L,C20-L-04.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C20-L,C20-L-05.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C20-L,C20-L-06.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C20-L,C20-L-07.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C20-L,C20-L-08.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C20-L,C20-L-09.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C20-L,C20-L-10.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C20-L,C20-L-11.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C20-L,C20-L-12.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C20-M,C20-M-01.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C20-M,C20-M-02.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C20-M,C20-M-03.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C20-M,C20-M-04.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C20-M,C20-M-05.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C20-M,C20-M-06.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C20-M,C20-M-07.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C20-M,C20-M-08.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C20-M,C20-M-09.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C20-M,C20-M-10.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C20-M,C20-M-11.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C20-M,C20-M-12.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
C20-S,C20-S-01.tif,10000.0,10000x,0.01116,meta:ap_image_pixel_size(11.16nm),,
C20-S,C20-S-02.tif,5000.0,5000x,0.02233,meta:ap_image_pixel_size(22.33nm),,
C20-S,C20-S-03.tif,2000.0,2000x,0.05582,meta:ap_image_pixel_size(55.82nm),,
C20-S,C20-S-04.tif,500.0,500x,0.22330000000000003,meta:ap_image_pixel_size(223.3nm),,
