sample_id,precursor,filename,d_um,D_f,r2,n_scales
C01-L,L,C01-L-08.tif,9.787874727152687,1.0683553334309643,0.9021440446346566,8
C01-L,L,C01-L-08.tif,7.987793210868281,1.0981595974721372,0.9144997496432054,8
C01-L,L,C01-L-08.tif,11.615107926571602,1.074874800213989,0.9513950932487207,7
C01-L,L,C01-L-08.tif,11.756363260837553,1.053953135154024,0.9125570886106711,8
C01-L,L,C01-L-08.tif,4.93752598892475,,,0
C01-L,L,C01-L-08.tif,12.872533658019874,1.0810658073363726,0.8819381446505167,7
C01-L,L,C01-L-08.tif,8.245908621949244,1.0297901748185083,0.967902232221396,6
C01-L,L,C01-L-08.tif,15.431825880750015,1.044800433475953,0.9387551326646302,8
C01-L,L,C01-L-08.tif,13.394603461962394,1.0495263462857074,0.8481535183952599,8
C01-L,L,C01-L-08.tif,13.075610014678674,1.038833182863785,0.8598252915335526,8
C01-L,L,C01-L-08.tif,9.784631023757182,1.0634540560207715,0.7612784557575324,8
C01-L,L,C01-L-08.tif,14.791132207783765,1.0399083582851378,0.8528043805184685,7
C01-L,L,C01-L-08.tif,11.05788130143896,1.0771940139882417,0.8653340918910942,8
C01-L,L,C01-L-08.tif,8.911943761426974,1.0838838938914164,0.8237839857633038,8
C01-L,L,C01-L-08.tif,5.5888999324095545,1.0727260010713873,0.9035865134355155,6
C01-L,L,C01-L-08.tif,6.329340528199906,,,0
C01-L,L,C01-L-08.tif,14.07862469485559,1.0368979910791634,0.9403159990726233,8
C01-L,L,C01-L-08.tif,10.49526773524251,1.049448471438303,0.9605730768477377,8
C01-L,L,C01-L-08.tif,10.299876262324931,1.0627568347220393,0.9170392700939152,7
C01-L,L,C01-L-08.tif,5.176068413293333,,,0
C01-L,L,C01-L-08.tif,6.507387958541733,1.0433656031359713,0.929526956088923,6
C01-L,L,C01-L-08.tif,13.061035672403186,1.0202813449118238,0.8248388545972908,8
C01-L,L,C01-L-08.tif,15.495462546114334,1.0657324210773607,0.9382265244879584,8
C01-L,L,C01-L-08.tif,6.881976671613579,,,0
C01-L,L,C01-L-08.tif,10.050296450860651,1.0807964831247217,0.9428480632959233,8
C01-L,L,C01-L-08.tif,5.882230430093234,,,0
C01-L,L,C01-L-08.tif,6.507387958541733,,,0
C01-L,L,C01-L-08.tif,10.169610615847976,1.0646524682954546,0.8219485192216406,8
C01-L,L,C01-L-08.tif,6.3193019167617175,1.0393569742793896,0.6698825408942009,5
C01-L,L,C01-L-08.tif,5.701363917672956,1.0189365684035097,0.7440723245172967,6
C01-L,L,C01-L-08.tif,5.0707394295039165,,,0
C01-L,L,C01-L-08.tif,10.555585862550599,1.0690328714584683,0.7823499780300727,8
C01-L,L,C01-L-08.tif,6.228226349022512,,,0
C01-L,L,C01-L-12.tif,6.2078058797941775,,,0
C01-L,L,C01-L-12.tif,6.448585054306144,,,0
C01-L,L,C01-L-12.tif,10.860920561722397,1.0798145640254144,0.8950775642539601,8
C01-L,L,C01-L-12.tif,12.144185358093674,1.0528753571590819,0.9539775774663106,8
C01-L,L,C01-L-12.tif,8.611230291179448,1.0362807350925545,0.638971732544743,8
C01-L,L,C01-L-12.tif,4.6732929243517525,,,0
C01-L,L,C01-L-12.tif,7.935962710086111,1.0516123320740676,0.9183760500500493,6
C01-L,L,C01-L-12.tif,10.728590881225701,1.040317989679473,0.9609793289530875,8
C01-L,L,C01-L-12.tif,7.491519510266065,1.073730121624393,0.8809207639489751,7
C01-L,L,C01-L-12.tif,9.894320390274716,1.0600800633087648,0.8353432842178249,8
C01-L,L,C01-L-12.tif,7.311387941523849,1.058761586682195,0.9365454456991116,7
C01-L,L,C01-L-12.tif,6.364350975979666,1.0905435972898785,0.9097554091715764,6
C01-L,L,C01-L-12.tif,11.866552180757685,1.0678220159720144,0.9518656015877905,6
C01-L,L,C01-L-12.tif,10.45890988555065,1.0532769322563729,0.6968634235751097,7
C01-L,L,C01-L-12.tif,8.226637951479509,,,0
