sample_id,hkl,precursor,two_theta_obs,two_theta_calc,residual_deg,fwhm,eta,cos_theta,sin_theta,D_XRD
C17-M,107,M,53.42103297668412,53.41730913883814,0.0037238378459747423,0.14616144188363486,1.1925753795758912e-33,0.8932889019693306,0.4494829669947768,73.33313393096773
C17-M,018,M,58.23249245829351,58.23380180315163,-0.0013093448581216194,0.1615444276234038,2.033664507302262e-36,0.8736342874220099,0.4865831191488634,73.33313393096773
C17-M,110,M,62.11866664978614,62.117711693476856,0.0009549563092861035,0.16698267655773286,6.499645950354805e-34,0.8566334873945181,0.5159254483685662,73.33313393096773
C17-M,113,M,64.78990993697164,64.79057721459378,-0.0006672776221421373,0.17520373330009836,2.317851611991558e-28,0.8443751030698845,0.535752447792562,73.33313393096773
C17-L,003,L,16.52819443864936,16.540705837221154,-0.012511398571792398,0.1486168467213503,0.48137247286066276,0.9896160515249314,0.14373611433527886,74.97308575012147
C17-L,006,L,33.52012089724454,33.52482489912618,-0.004704001881641773,0.12455235114585601,0.1652783735382186,0.9575207422508779,0.2883644016853119,74.97308575012147
C17-L,101,L,35.08453864516281,35.082606655837864,0.0019319893249445386,0.11685446768443926,2.6990309341709157e-15,0.9534948488828238,0.3014093116576213,74.97308575012147
C17-L,012,L,36.444958171923716,36.44534105037526,-0.00038287845154627576,0.1178100510124826,3.6159918744481834e-16,0.949849438787533,0.31270760085902705,74.97308575012147
C17-L,104,L,41.5110213046184,41.51251927654763,-0.0014979719292256277,0.12403215123258472,1.4653001943573347e-28,0.9351011299936614,0.3543809767532362,74.97308575012147
C17-L,015,L,45.00966231799661,45.00127404215364,0.008388275842968085,0.13320612581379346,8.743317321129118e-35,0.9238472615011393,0.38276133218605785,74.97308575012147
C17-L,107,L,53.42945487775383,53.42982003089292,-0.0003651531390929108,0.14601826617753236,3.6951049492769326e-34,0.8932558648279602,0.4495486180052754,74.97308575012147
C17-L,018,L,58.24909557540738,58.24847969334612,0.0006158820612611748,0.15404585483263883,1.2298356199682382e-34,0.8735637774527909,0.48670969450218565,74.97308575012147
C17-L,110,L,62.11451835935791,62.11352518630858,0.0009931730493306645,0.16295297648738047,4.5697347882938943e-26,0.8566521636765773,0.5158944373301951,74.97308575012147
C17-L,113,L,64.78481861987096,64.78802192808153,-0.0032033082105726862,0.17354464896736074,1.0934646761346026e-25,0.8443989057837957,0.5357149315738068,74.97308575012147
C18-S,003,S,16.52052259082552,16.527635093352046,-0.007112502526524622,0.13763517417181223,0.4277965096848776,0.9896256723683692,0.1436698597112602,81.0888618858873
C18-S,006,S,33.48999587220149,33.49619663797998,-0.006200765778487494,0.1244598118846725,0.05756650398781956,0.9575965174058239,0.28811266867709523,81.0888618858873
C18-S,101,S,35.11644657251792,35.11311238602189,0.0033341864960334533,0.1143702029171911,3.327283715043101e-18,0.9534108847396241,0.3016747998424915,81.0888618858873
C18-S,012,S,36.4734960821183,36.47257538350493,0.0009206986133705186,0.11606626874579676,3.751615760215134e-17,0.9497715325547706,0.31294414189845793,81.0888618858873
C18-S,104,S,41.52817130334323,41.52872614022367,-0.0005548368804397796,0.11996839919350806,4.390650167268678e-28,0.9350480821654299,0.3545209218632259,81.0888618858873
C18-S,015,S,45.01340076450541,45.010676948580894,0.0027238159245186466,0.12902653290201715,3.1083123774387286e-27,0.9238347737654306,0.38279147166802946,81.0888618858873
C18-S,107,S,53.42707500487066,53.42445661835157,0.0026183865190887445,0.13939523993162034,1.620073238768616e-45,0.8932652009998359,0.4495300664946927,81.0888618858873
C18-S,018,S,58.23541521714712,58.23533335389106,8.186325606374112e-05,0.15001898799138438,2.82153312282289e-27,0.8736218764059186,0.4866054018041742,81.0888618858873
C18-S,110,S,62.1724617792876,62.173249175266704,-0.0007873959791027119,0.168123977517276,5.430118750380543e-34,0.8563911912575868,0.5163275390064057,81.0888618858873
C18-S,113,S,64.84029324059959,64.84180829395602,-0.0015150533564280977,0.17836223295489673,3.6909127094493534e-28,0.8441394632891636,0.5361236485344429,81.0888618858873
C18-M,003,M,16.524014394048944,16.53675741309984,-0.012743019050894588,0.14718501929296673,0.4589193077942027,0.9896212940395276,0.14370001525236867,76.23265690898472
C18-M,006,M,33.50447051465431,33.51391251379898,-0.009441999144669921,0.13759495280401068,0.2156533838995172,0.9575601167903869,0.2882336252632241,76.23265690898472
C18-M,101,M,35.10117696267405,35.09768596915033,0.0034909935237266154,0.12440462763840618,9.119977086287462e-20,0.9534510751913454,0.30154775279624835,76.23265690898472
C18-M,012,M,36.46122982662122,36.45897068502112,0.0022591416000992126,0.12105682610834874,2.6267684226241002e-20,0.9498050256784488,0.3128424734526325,76.23265690898472
C18-M,104,M,41.521813604508836,41.52125861683581,0.0005549876730270853,0.12256746783570269,9.649152520433866e-29,0.9350677500393823,0.35446904355146075,76.23265690898472
