arrhenius_weight,time_s,D_XRD_R2,D_XRD_MAE,lattice_c_R2,lattice_c_MAE,c_a_ratio_R2,c_a_ratio_MAE,D_sec_R2,D_sec_MAE,circularity_R2,circularity_MAE,convexity_R2,convexity_MAE,compaction_density_R2,compaction_density_MAE
0.0,96.7237765789032,0.38657831514653906,9.765960708002517,-0.00935058852355164,0.007279459194694391,-0.27687111498505623,0.004579427737868913,0.8937303356416344,0.7234458395277834,0.8428830493543774,0.04264912430776604,0.7312830474065514,0.018270040132798017,0.6667708672353471,0.05934599852856297
0.05,58.411898374557495,-4.16291676406654,30.869226998666146,0.09275233607808375,0.006872510137180322,-0.1607077809170947,0.004360921829143566,0.9168225323946898,0.6741334115695191,0.8428193714484975,0.04237367706530511,0.7194558553101906,0.01964455443697241,0.657038636557972,0.061227562633561515
0.1,45.00255084037781,-5.004959096394993,34.028823535339896,0.08887332118710833,0.007187294891798286,-0.15819084692668128,0.004360049935295744,0.9014208218928279,0.7347130354887248,0.816978505278807,0.04556503951562352,0.663703260527426,0.021594254944055084,0.647506021650865,0.06094283669083209
0.5,44.54216146469116,-6.4600455119640845,37.324547768331435,0.018121816744353092,0.007578869103726683,-0.1737151040006386,0.004465830958122631,0.8709997276062178,0.8591562396544378,0.7272011967441141,0.05611311792444229,0.4965371869131511,0.02686107965727418,0.6147980106118134,0.06378329335907361
