target,n,n_cond,截距,lnΘ,M,L,r2_insample,loco_R2,loco_MAE_nm,loco_n_folds,loco_n_eval
D_XRD,51,17,25.68022146703545,14.482066105098866,-1.6046973943824285,-0.4769741454711044,0.6502104470781154,0.5620338824482669,8.251550680734981,17,51
