hkl_guess,two_theta_deg,fwhm_deg,eta,fwhm_fit_deg,residual_deg2
111,28.420913222638017,0.09450626400748315,0.3746308730873442,0.09259427229090474,0.00035773467556989534
220,47.29020078223729,0.07852904320892658,0.3550376059119782,0.08344317532646722,-0.0007959528812540905
311,56.10747413882973,0.08083363535203587,0.36414338488051806,0.08088945898927184,-9.027971351188713e-06
422,88.01259280324535,0.08885614948656972,0.5771287879628729,0.0903247199040035,-0.00026313972415705975
331,76.362706958581,0.08408070230152363,0.5008242942054988,0.0823836697378772,0.00028249546003781927
400,69.11693552444076,0.08298408715701586,0.465542406503814,0.0803645959370703,0.00042789044115462953
