section,target,group,term,metric,value,ci_low,ci_high,se,n,note
spearman_theta,D_f,S,,rho,0.6886446886446885,0.37951382037812204,0.8706805568637332,0.12597260385628542,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,D_f,S,,p_value_asymptotic,7.14781852244103e-05,,,,27.0,
spearman_theta,D_f,S,,paper_reference_rho,0.695,,,,27.0,paper_p=<0.001
spearman_theta,D_f,S,,diff_vs_paper_reference,-0.0063553113553114216,,,,27.0,重算值-参考值; |diff|<0.01 视为精确复现
spearman_theta,D_f,S,,ci_excludes_zero,1.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,D_f,M,,rho,-0.006715506715506716,-0.39141570860682956,0.38720619021244623,0.2005903610970034,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,D_f,M,,p_value_asymptotic,0.97348009342336,,,,27.0,
spearman_theta,D_f,M,,paper_reference_rho,0.02,,,,27.0,paper_p=0.92
spearman_theta,D_f,M,,diff_vs_paper_reference,-0.026715506715506716,,,,27.0,重算值-参考值; |diff|<0.01 视为精确复现
spearman_theta,D_f,M,,ci_excludes_zero,0.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,D_f,L,,rho,0.17338217338217338,-0.2814067860609824,0.5848211659153479,0.22348805018627205,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,D_f,L,,p_value_asymptotic,0.3871116831528667,,,,27.0,
spearman_theta,D_f,L,,paper_reference_rho,0.189,,,,27.0,paper_p=0.35
spearman_theta,D_f,L,,diff_vs_paper_reference,-0.015617826617826625,,,,27.0,重算值-参考值; |diff|<0.01 视为精确复现
spearman_theta,D_f,L,,ci_excludes_zero,0.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,solidity,S,,rho,-0.6929181929181929,-0.8383001531393568,-0.3883541109848721,0.11671300352190461,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,solidity,S,,p_value_asymptotic,6.173555417985395e-05,,,,27.0,
spearman_theta,solidity,S,,paper_reference_rho,-0.669,,,,27.0,paper_p=<0.001
spearman_theta,solidity,S,,diff_vs_paper_reference,-0.02391819291819286,,,,27.0,重算值-参考值; |diff|<0.01 视为精确复现
spearman_theta,solidity,S,,ci_excludes_zero,1.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,solidity,M,,rho,-0.14774114774114774,-0.5336125112506601,0.2930464289313453,0.21007800412595498,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,solidity,M,,p_value_asymptotic,0.4620898129151345,,,,27.0,
spearman_theta,solidity,M,,paper_reference_rho,-0.15,,,,27.0,paper_p=0.46
spearman_theta,solidity,M,,diff_vs_paper_reference,0.002258852258852251,,,,27.0,重算值-参考值; |diff|<0.01 视为精确复现
spearman_theta,solidity,M,,ci_excludes_zero,0.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,solidity,L,,rho,-0.3992673992673993,-0.7184846348329152,0.029732710322493677,0.19366432030211223,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,solidity,L,,p_value_asymptotic,0.039095211600458306,,,,27.0,
spearman_theta,solidity,L,,paper_reference_rho,-0.407,,,,27.0,paper_p=0.035
spearman_theta,solidity,L,,diff_vs_paper_reference,0.007732600732600681,,,,27.0,重算值-参考值; |diff|<0.01 视为精确复现
spearman_theta,solidity,L,,ci_excludes_zero,0.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,elongation,S,,rho,-0.489010989010989,-0.7593969372128638,-0.1476086423536635,0.15944793100653623,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,elongation,S,,p_value_asymptotic,0.009640058727857632,,,,27.0,
spearman_theta,elongation,S,,paper_reference_rho,-0.524,,,,27.0,paper_p=0.005
spearman_theta,elongation,S,,diff_vs_paper_reference,0.03498901098901103,,,,27.0,重算值-参考值; |diff|<0.01 视为精确复现
spearman_theta,elongation,S,,ci_excludes_zero,1.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,elongation,M,,rho,-0.017094017094017096,-0.37750559158468283,0.33743216433490836,0.1828453119891002,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,elongation,M,,p_value_asymptotic,0.9325586703860712,,,,27.0,
spearman_theta,elongation,M,,ci_excludes_zero,0.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,elongation,L,,rho,0.2564102564102564,-0.14251346330364817,0.6006156710100048,0.18964622385045313,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,elongation,L,,p_value_asymptotic,0.19669915144498626,,,,27.0,
spearman_theta,elongation,L,,ci_excludes_zero,0.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,roughness,S,,rho,0.6758241758241758,0.3932299111247319,0.8124439741035856,0.10718564885626426,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,roughness,S,,p_value_asymptotic,0.00010937521441739245,,,,27.0,
spearman_theta,roughness,S,,paper_reference_rho,0.682,,,,27.0,paper_p=<0.005
spearman_theta,roughness,S,,diff_vs_paper_reference,-0.006175824175824296,,,,27.0,重算值-参考值; |diff|<0.01 视为精确复现
spearman_theta,roughness,S,,ci_excludes_zero,1.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,roughness,M,,rho,0.5622710622710623,0.2351102768542486,0.7682876165985756,0.13618349870802265,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,roughness,M,,p_value_asymptotic,0.0022687625787165084,,,,27.0,
spearman_theta,roughness,M,,paper_reference_rho,0.546,,,,27.0,paper_p=<0.005
spearman_theta,roughness,M,,diff_vs_paper_reference,0.01627106227106223,,,,27.0,重算值-参考值; |diff|<0.01 视为精确复现
spearman_theta,roughness,M,,ci_excludes_zero,1.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
spearman_theta,roughness,L,,rho,0.5335775335775336,0.1474081011329872,0.7928969114045985,0.16618877824534117,27.0,"n_boot=5000, 重采样单位=条件(该组内退化为逐样本,见代码注释)"
spearman_theta,roughness,L,,p_value_asymptotic,0.004153751727277816,,,,27.0,
spearman_theta,roughness,L,,paper_reference_rho,0.535,,,,27.0,paper_p=<0.005
spearman_theta,roughness,L,,diff_vs_paper_reference,-0.0014224664224664618,,,,27.0,重算值-参考值; |diff|<0.01 视为精确复现
spearman_theta,roughness,L,,ci_excludes_zero,1.0,,,,27.0,"CI 是否跨零(跨零=不能排除'无效应';不跨零=有方向性证据,即便渐近 p 值不显著)"
causal_baseline,circularity,,,spearman_zero_order,-0.6266964957224316,,,,81.0,不控制任何变量的全局 Spearman(对照基线)
causal_baseline,circularity,S,,spearman_within_group,-0.2219167619785609,,,,27.0,
causal_baseline,circularity,M,,spearman_within_group,0.2467894062614493,,,,27.0,
causal_baseline,circularity,L,,spearman_within_group,-0.25057591533981816,,,,27.0,
causal_baseline,circularity,,,max_p_within_group,0.26592660221052744,,,,,"论文表述'组内相关均不显著'对应的最大 p(复核用,非本节主结论)"
partial_corr,circularity,Theta_only,,partial_r,-0.771479432815587,-0.8520010717683703,-0.6893849574585381,,81.0,"控制变量=['Theta']; bootstrap 单位=condition_id(27块); n_boot=5000(失败0次,已跳过)"
partial_corr,circularity,Theta_only,,slope_gcm3_per_sd,-0.09980180245642357,-0.11272473782696273,-0.08574399886898453,,81.0,每 1 SD 标准化形状描述子残差对应的 compaction_density 变化(g/cm3)
tost,circularity,Theta_only,primary_5pct,delta_gcm3,0.026,,,,81.0,
tost,circularity,Theta_only,primary_5pct,p_tost,1.0,,,,81.0,
tost,circularity,Theta_only,primary_5pct,ci90_low,-0.11081922159097587,,,,81.0,
tost,circularity,Theta_only,primary_5pct,ci90_high,-0.08806599983400394,,,,81.0,
tost,circularity,Theta_only,primary_5pct,equivalent_at_alpha05,0.0,,,,81.0,"True=90%CI完全落在[-delta,+delta]内,拒绝'存在≥delta的效应'"
tost,circularity,Theta_only,sensitivity_4pct,delta_gcm3,0.0208,,,,81.0,
tost,circularity,Theta_only,sensitivity_4pct,p_tost,1.0,,,,81.0,
tost,circularity,Theta_only,sensitivity_4pct,ci90_low,-0.11081922159097587,,,,81.0,
tost,circularity,Theta_only,sensitivity_4pct,ci90_high,-0.08806599983400394,,,,81.0,
tost,circularity,Theta_only,sensitivity_4pct,equivalent_at_alpha05,0.0,,,,81.0,"True=90%CI完全落在[-delta,+delta]内,拒绝'存在≥delta的效应'"
partial_corr,circularity,Theta_plus_precursor,,partial_r,-0.319109494876764,-0.592529660997091,0.0942882853891812,,81.0,"控制变量=['Theta', 'precursor']; bootstrap 单位=condition_id(27块); n_boot=5000(失败0次,已跳过)"
partial_corr,circularity,Theta_plus_precursor,,slope_gcm3_per_sd,-0.023538635500620693,-0.04558789569782845,0.005879933990432752,,81.0,每 1 SD 标准化形状描述子残差对应的 compaction_density 变化(g/cm3)
tost,circularity,Theta_plus_precursor,primary_5pct,delta_gcm3,0.026,,,,81.0,
tost,circularity,Theta_plus_precursor,primary_5pct,p_tost,0.3874,,,,81.0,
tost,circularity,Theta_plus_precursor,primary_5pct,ci90_low,-0.041975747546964357,,,,81.0,
tost,circularity,Theta_plus_precursor,primary_5pct,ci90_high,0.0016501500305031564,,,,81.0,
tost,circularity,Theta_plus_precursor,primary_5pct,equivalent_at_alpha05,0.0,,,,81.0,"True=90%CI完全落在[-delta,+delta]内,拒绝'存在≥delta的效应'"
tost,circularity,Theta_plus_precursor,sensitivity_4pct,delta_gcm3,0.0208,,,,81.0,
tost,circularity,Theta_plus_precursor,sensitivity_4pct,p_tost,0.5526,,,,81.0,
tost,circularity,Theta_plus_precursor,sensitivity_4pct,ci90_low,-0.041975747546964357,,,,81.0,
tost,circularity,Theta_plus_precursor,sensitivity_4pct,ci90_high,0.0016501500305031564,,,,81.0,
tost,circularity,Theta_plus_precursor,sensitivity_4pct,equivalent_at_alpha05,0.0,,,,81.0,"True=90%CI完全落在[-delta,+delta]内,拒绝'存在≥delta的效应'"
causal_baseline,D_f,,,spearman_zero_order,0.11654371744403662,,,,81.0,不控制任何变量的全局 Spearman(对照基线)
causal_baseline,D_f,S,,spearman_within_group,0.24392503589379005,,,,27.0,
causal_baseline,D_f,M,,spearman_within_group,-0.2070339876567549,,,,27.0,
causal_baseline,D_f,L,,spearman_within_group,0.24628732999170388,,,,27.0,
causal_baseline,D_f,,,max_p_within_group,0.30012937603832207,,,,,"论文表述'组内相关均不显著'对应的最大 p(复核用,非本节主结论)"
partial_corr,D_f,Theta_only,,partial_r,0.08401756718009047,-0.07816254970829026,0.2449328375482334,,81.0,"控制变量=['Theta']; bootstrap 单位=condition_id(27块); n_boot=5000(失败0次,已跳过)"
partial_corr,D_f,Theta_only,,slope_gcm3_per_sd,0.010868863492542444,-0.010122061681085747,0.031098653471452183,,81.0,每 1 SD 标准化形状描述子残差对应的 compaction_density 变化(g/cm3)
tost,D_f,Theta_only,primary_5pct,delta_gcm3,0.026,,,,81.0,
tost,D_f,Theta_only,primary_5pct,p_tost,0.07,,,,81.0,
tost,D_f,Theta_only,primary_5pct,ci90_low,-0.006588103061418315,,,,81.0,
tost,D_f,Theta_only,primary_5pct,ci90_high,0.027928449924442867,,,,81.0,
tost,D_f,Theta_only,primary_5pct,equivalent_at_alpha05,0.0,,,,81.0,"True=90%CI完全落在[-delta,+delta]内,拒绝'存在≥delta的效应'"
tost,D_f,Theta_only,sensitivity_4pct,delta_gcm3,0.0208,,,,81.0,
tost,D_f,Theta_only,sensitivity_4pct,p_tost,0.174,,,,81.0,
tost,D_f,Theta_only,sensitivity_4pct,ci90_low,-0.006588103061418315,,,,81.0,
tost,D_f,Theta_only,sensitivity_4pct,ci90_high,0.027928449924442867,,,,81.0,
tost,D_f,Theta_only,sensitivity_4pct,equivalent_at_alpha05,0.0,,,,81.0,"True=90%CI完全落在[-delta,+delta]内,拒绝'存在≥delta的效应'"
partial_corr,D_f,Theta_plus_precursor,,partial_r,0.11342749832306032,-0.14708432932201776,0.35467193900886396,,81.0,"控制变量=['Theta', 'precursor']; bootstrap 单位=condition_id(27块); n_boot=5000(失败0次,已跳过)"
partial_corr,D_f,Theta_plus_precursor,,slope_gcm3_per_sd,0.008366810081301012,-0.009815295044091843,0.026638281835267456,,81.0,每 1 SD 标准化形状描述子残差对应的 compaction_density 变化(g/cm3)
tost,D_f,Theta_plus_precursor,primary_5pct,delta_gcm3,0.026,,,,81.0,
tost,D_f,Theta_plus_precursor,primary_5pct,p_tost,0.0294,,,,81.0,
tost,D_f,Theta_plus_precursor,primary_5pct,ci90_low,-0.006513264442357603,,,,81.0,
tost,D_f,Theta_plus_precursor,primary_5pct,ci90_high,0.023350622836010842,,,,81.0,
tost,D_f,Theta_plus_precursor,primary_5pct,equivalent_at_alpha05,1.0,,,,81.0,"True=90%CI完全落在[-delta,+delta]内,拒绝'存在≥delta的效应'"
tost,D_f,Theta_plus_precursor,sensitivity_4pct,delta_gcm3,0.0208,,,,81.0,
tost,D_f,Theta_plus_precursor,sensitivity_4pct,p_tost,0.0854,,,,81.0,
tost,D_f,Theta_plus_precursor,sensitivity_4pct,ci90_low,-0.006513264442357603,,,,81.0,
tost,D_f,Theta_plus_precursor,sensitivity_4pct,ci90_high,0.023350622836010842,,,,81.0,
tost,D_f,Theta_plus_precursor,sensitivity_4pct,equivalent_at_alpha05,0.0,,,,81.0,"True=90%CI完全落在[-delta,+delta]内,拒绝'存在≥delta的效应'"
heterogeneity,roughness,S,,rho,0.6758241758241758,,,,27.0,
heterogeneity,roughness,S,,fisher_z,0.821387166350846,,,,27.0,
heterogeneity,roughness,S,,weight,22.641509433962263,,,,27.0,w=(n-3)/1.06
heterogeneity,roughness,M,,rho,0.5622710622710623,,,,27.0,
heterogeneity,roughness,M,,fisher_z,0.6361479977800842,,,,27.0,
heterogeneity,roughness,M,,weight,22.641509433962263,,,,27.0,w=(n-3)/1.06
heterogeneity,roughness,L,,rho,0.5335775335775336,,,,27.0,
heterogeneity,roughness,L,,fisher_z,0.5951333692107844,,,,27.0,
heterogeneity,roughness,L,,weight,22.641509433962263,,,,27.0,w=(n-3)/1.06
heterogeneity,roughness,,,Q_statistic,0.6580115475453647,,,,,"df=2, Cochran's Q(等价于 Fisher-z meta-analysis 异质性检验)"
heterogeneity,roughness,,,Q_df,2.0,,,,,
heterogeneity,roughness,,,Q_p_value,0.7196388617038794,,,,,
heterogeneity,roughness,,,pooled_r,0.5942578302982882,0.418940194402389,0.7268609456624692,,,固定效应加权平均(仅当 Q 检验不显著、同质性假设成立时才有解释力)
