sample_id,n_particles,D10_num,D50_num,D90_num,Span_num,D10_vol,D50_vol,D90_vol,Span_vol,n_carry50vol,n_carry90vol,BIC1,BIC2,dBIC,mode1_um,mode2_um,w1_num,w2_num,w1_vol,w2_vol,separation,n_local_maxima,density_bimodal,condition_id,precursor,Theta,T_C,beta,t_hold
C03-S,2822,2.3230215853143203,4.08621916744697,6.893957976168513,1.1186224241882916,3.887158602416619,6.47687717788024,9.45625401332739,0.8598426769509053,368,1538,2891.923262422081,2908.7620919733035,16.838829551222716,3.110090285749091,5.194429545927754,0.48068655140262073,0.5193134485973793,0.17558063195342696,0.824419368046573,1.6481798909034544,1,False,C03,S,8.188518536743857,850.0,2.0,20.0
C16-S,2153,2.4558711935816286,4.414819682883245,7.745682421699629,1.1981941750933107,4.448300627163431,7.506703414566405,11.252539425477721,0.9064216903935467,251,1066,2597.047000497121,2599.4957028431795,2.448702346058326,3.2056715478160624,5.946676817015545,0.4874777881779678,0.5125222118220322,0.133938885805176,0.866061114194824,1.964527852993923,1,False,C16,S,10.108991714280393,900.0,8.0,10.0
C13-S,2763,2.29552923725896,4.117175815757948,6.746885815775521,1.0811674744322504,3.887158602416619,6.258753590329766,8.980655116254058,0.8138196272349282,400,1516,2871.860179487254,2857.6665773845675,-14.193602102686327,3.0841571053481514,5.248258178823288,0.47830370747713247,0.5216962925228676,0.17647346829779062,0.8235265317022095,1.726936935325634,1,False,C13,S,10.174386742848624,900.0,5.0,10.0
C10-S,2866,2.377052565528869,3.967981355043056,6.690188291128999,1.0869848771134987,3.771097765009893,6.176868968396473,8.915351417782151,0.8328254458840685,397,1582,2767.271537538594,2780.354428394672,13.082890856077938,3.0911363156919163,5.186904362607877,0.5121068999165309,0.48789310008346914,0.19048938492692907,0.8095106150730709,1.7668211217381251,1,False,C10,S,10.435966857121558,900.0,2.0,10.0
C17-S,2078,2.468762994462375,4.611754560525867,7.8036603372322,1.1568042645707277,4.514361137464771,7.40860984978302,10.738183923482898,0.8400797062083661,282,1071,2400.399852399783,2369.0646617665907,-31.33519063319227,3.258842902955771,6.079993865364733,0.4665539100828287,0.5334460899171711,0.12715532713915625,0.8728446728608438,2.0987421055217768,1,False,C17,S,15.10899171428039,900.0,8.0,15.0
C14-S,3013,2.23953228725544,3.911580781529363,6.569047355627207,1.1068453676876384,3.737275577183397,6.146137404976707,9.130854120593154,0.8775558026155451,390,1634,3184.305060895022,3192.365448560644,8.060387665621874,2.919950396155143,4.908469776826982,0.4575584100616104,0.5424415899383896,0.1638408588077238,0.8361591411922763,1.6299308586065,1,False,C14,S,15.174386742848624,900.0,5.0,15.0
C11-S,2868,2.377052565528869,4.0550261985540725,6.55211251429922,1.0296012268081227,3.7878956110204745,6.06293712214215,8.825540964910111,0.8308919014666841,425,1638,2694.717685627201,2694.790930044075,0.07324441687433136,3.1587909339691866,5.042642661333231,0.4810714044238871,0.5189285955761129,0.20777097850475462,0.7922290214952453,1.5177965110636569,1,False,C11,S,15.435966857121558,900.0,2.0,15.0
C18-S,1883,2.6582170906370854,4.972759135779089,8.287377367080628,1.1319993835900146,4.820413844347526,7.750241884884683,11.226555034968317,0.8265730651729342,263,1000,2139.3900266036244,2115.9765093885894,-23.41351721503497,3.4032247221693095,6.239856591407842,0.41034091619460716,0.5896590838053928,0.10966449688052965,0.8903355031194704,1.9802042787258898,1,False,C18,S,20.10899171428039,900.0,8.0,20.0
C15-S,2415,2.3569264828856573,4.2237377220823085,7.261286643218829,1.1611422117174728,4.095559123631285,6.825844770161996,9.70747759003786,0.8221573527335558,322,1269,2655.113620967623,2644.7425832897156,-10.371037677907225,3.1198737062152375,5.599982456534996,0.4912488567573682,0.5087511432426318,0.15143821062479113,0.8485617893752089,1.9578487106782425,1,False,C15,S,20.174386742848625,900.0,5.0,20.0
C12-S,2290,2.5322376941434093,4.591058474517919,7.499989291953865,1.082049297647443,4.351525453816689,6.946159561576539,10.01471957279566,0.8152985932407261,343,1255,2472.7761711938647,2436.1158230122455,-36.660348181619156,3.268887653060114,5.678253765718129,0.42693478699068044,0.5730652130093196,0.14501795794579883,0.8549820420542013,1.7506909482733368,1,False,C12,S,20.43596685712156,900.0,2.0,20.0
C25-S,1818,2.699691042866908,5.05820358973422,8.514846718543687,1.1496484023456106,4.988693427963836,7.939961683738786,11.098707812096656,0.7695269357088035,253,934,2140.7000608689173,2088.851418882053,-51.848641986864095,3.434329871176901,6.604834637050385,0.45008715924137216,0.5499128407586278,0.11090030960858081,0.8890996903914192,2.2625976331124042,1,False,C25,S,23.39542871423181,950.0,8.0,10.0
C22-S,1491,2.949198918469352,5.526069219390664,9.117236623476492,1.1161709092176848,5.360527305022718,8.458741253274775,11.892782160324685,0.7722490450660169,214,782,1744.2132230833395,1709.026585372822,-35.186637710517516,3.6970787220556183,6.993742229691423,0.42496793761283275,0.5750320623871673,0.10891089067407199,0.891089109325928,2.1325820074117683,1,False,C22,S,23.55923578550109,950.0,5.0,10.0
C19-S,1662,2.771637748136708,5.291308428260988,8.59942586782423,1.1013888528140194,5.092151560160197,7.971881256400041,11.222526389781025,0.7689997671125869,244,885,1890.7536137227496,1832.2131414160913,-58.54047230665833,3.4409516923500556,6.568073991196512,0.3975678468021022,0.6024321531978978,0.09283475403340608,0.9071652459665939,2.248812734755694,1,False,C19,S,24.21446407057823,950.0,2.0,10.0
C26-S,1501,2.7497886803824634,5.421681794099646,9.257518281964158,1.2003156674860522,5.329247912506692,8.536394508238988,11.989013606386324,0.7801614238249991,203,769,1836.5299454380868,1795.7733876137675,-40.756557824319316,3.5468867338772463,6.893129686146575,0.41694255150973164,0.5830574484902684,0.09557326359123228,0.9044267364087677,2.199458275249784,1,False,C26,S,34.956637178623296,950.0,8.0,15.0
C23-S,978,3.4804285987370873,6.831049807433915,11.48649109674873,1.1720105582159592,6.655142997855567,10.712720505745878,14.637316124016984,0.7451116755897903,137,506,1176.031394261211,1149.1183164777015,-26.913077783509607,4.4067758820475955,8.583298857604108,0.41555715686962574,0.5844428431303742,0.09370870773041401,0.9062912922695859,2.279223074259024,1,False,C23,S,35.12044424989258,950.0,5.0,15.0
C20-S,1614,2.7254405503413945,5.303293287167072,8.707275368020811,1.1279472006864644,5.1300687510672685,8.205528741323521,11.557860123442092,0.7833488340616116,230,853,1909.641121316536,1866.6477270989385,-42.9933942175976,3.4577211408627715,6.553318429452091,0.39166394231906076,0.6083360576809392,0.09647423116519123,0.9035257688348087,2.075105596129501,1,False,C20,S,35.77567253496972,950.0,2.0,15.0
C27-S,1833,2.6185185817901284,4.830280523803874,8.36628869681827,1.1899454051794363,4.846683324112317,8.113392586848178,12.043397634765473,0.8870166497697943,221,912,2149.4602541481263,2128.05685774598,-21.403396402146427,3.4176369906620985,6.458322980539792,0.46767638688279173,0.5323236131172082,0.1141456861911522,0.8858543138088477,2.1614612054501556,1,False,C27,S,46.5178456430148,950.0,8.0,20.0
C24-S,2320,2.3636606135239884,4.450625781751057,7.600890543885589,1.1767401231161387,4.333825454433696,7.0629630779839525,10.042985120145813,0.8083235892182712,312,1216,2604.869608257271,2580.2420328290145,-24.627575428256478,3.0966505579643027,5.686315460967765,0.4398112248790621,0.5601887751209379,0.1176200839114834,0.8823799160885166,2.043825228568785,1,False,C24,S,46.68165271428408,950.0,5.0,20.0
C21-S,1501,2.7613086189928846,5.546137280978084,9.073613407678572,1.1381443460361813,5.3749653282327685,8.397635935349868,11.534966598918023,0.7335399293454382,226,783,1819.3091151775204,1740.7532859743867,-78.55582920313373,3.4668475804666237,6.926259443246041,0.398093768423009,0.6019062315769911,0.08371665704081017,0.9162833429591899,2.4128885693114825,1,False,C21,S,47.33688099936123,950.0,2.0,20.0
