sample_id,precursor,r2
C01-L,L,0.8728693022063718
C01-L,L,0.9174551620658072
C01-L,L,0.8922067576919332
C01-L,L,0.8867968874077703
C01-L,L,0.8891117595130722
C01-L,L,0.7894811948035959
C01-L,L,0.7830797231931187
C01-L,L,0.9556155561901488
C01-L,L,0.7544767386584923
C01-L,L,0.9294748771293112
C01-L,L,0.8819856097868207
C01-L,L,0.8861906048434546
C01-L,L,0.9405575188642749
C01-L,L,0.8662771886542402
C01-L,L,0.8593495719202462
C01-L,L,0.8835604301101896
C01-L,L,0.8481944460139041
C01-L,L,0.9258085069995348
C01-L,L,0.9599525287885308
C01-L,L,0.7482563301630363
C01-L,L,0.964552492852692
C01-L,L,0.9065966967069696
C01-L,L,0.9083225342032356
C01-L,L,0.739918906512347
C01-L,L,0.965380500264876
C01-L,L,0.8795065898445988
C01-L,L,0.7535082745188316
C01-L,L,0.9323693260330704
C01-L,L,0.4695497307311391
C01-L,L,0.8839862478138267
C01-L,L,0.774774342271521
C01-L,L,0.8068295715896519
C01-L,L,0.8275173178598173
C01-L,L,0.8505621545313026
C01-L,L,0.9113797728641334
C01-L,L,0.8717014104886266
C01-L,L,0.8455955329878169
C01-L,L,0.9336674370721696
C01-L,L,0.8848091870792438
C01-L,L,0.7672102506681755
C01-L,L,0.9267413375911886
C01-L,L,0.8647159654555876
C01-L,L,0.9210891615963016
C01-L,L,0.8875757684202507
C01-L,L,0.941713925636678
C01-L,L,0.8227494236117983
C01-L,L,0.8808886110252753
C01-L,L,0.6792105744189263
C01-L,L,0.9608504086306384
C01-L,L,0.91626519163451
C01-L,L,0.709042440410925
C01-L,L,0.9464835860047484
C01-L,L,0.6250310130203831
C01-L,L,0.7659698580100407
C01-L,L,0.7201797236535934
C01-M,M,0.8876323632424352
C01-M,M,0.8178448572206486
C01-M,M,0.7964604180832352
C01-M,M,0.7663588418494439
C01-M,M,0.891259629267946
C01-M,M,0.941858577967614
C01-M,M,0.6328312515692837
C01-M,M,0.803232023674689
C01-M,M,0.9051457030273324
C01-M,M,0.9142810824246512
C01-M,M,0.8102459339967748
C01-M,M,0.9461212099828004
C01-M,M,0.8409845486910221
C01-M,M,0.8389407614922828
C01-M,M,0.831399189062209
C01-M,M,0.9037766061861237
C01-M,M,0.9116278302589944
C01-M,M,0.840420607317095
C01-M,M,0.6279069406698172
C01-M,M,0.8974482351334431
C01-M,M,0.6729901928642472
C01-M,M,0.7449502842277455
C01-M,M,0.8827825033512929
C01-M,M,0.7947745513647366
C01-M,M,0.9230018299137608
C01-M,M,0.8886140178300421
C01-M,M,0.9016907265223838
C01-M,M,0.8125917554505764
C01-M,M,0.8371589561150743
