peak,theta_level,Theta_h,condition,precursor,delta_2theta,intensity_norm,instrumental_fwhm_deg
104,high,47.34,C21,M,-0.292,0.01323,0.0752
104,high,47.34,C21,M,-0.272,0.01546,0.0752
104,high,47.34,C21,M,-0.252,0.01822,0.0752
104,high,47.34,C21,M,-0.232,0.02207,0.0752
104,high,47.34,C21,M,-0.212,0.02707,0.0752
104,high,47.34,C21,M,-0.192,0.03244,0.0752
104,high,47.34,C21,M,-0.172,0.0386,0.0752
104,high,47.34,C21,M,-0.152,0.04592,0.0752
104,high,47.34,C21,M,-0.132,0.05757,0.0752
104,high,47.34,C21,M,-0.112,0.09005,0.0752
104,high,47.34,C21,M,-0.092,0.17722,0.0752
104,high,47.34,C21,M,-0.072,0.34444,0.0752
104,high,47.34,C21,M,-0.052,0.56774,0.0752
104,high,47.34,C21,M,-0.032,0.78856,0.0752
104,high,47.34,C21,M,-0.012,0.94377,0.0752
104,high,47.34,C21,M,0.008,1.0,0.0752
104,high,47.34,C21,M,0.028,0.94831,0.0752
104,high,47.34,C21,M,0.048,0.80033,0.0752
104,high,47.34,C21,M,0.068,0.58407,0.0752
104,high,47.34,C21,M,0.088,0.35239,0.0752
104,high,47.34,C21,M,0.108,0.16765,0.0752
104,high,47.34,C21,M,0.128,0.06525,0.0752
104,high,47.34,C21,M,0.148,0.02881,0.0752
104,high,47.34,C21,M,0.168,0.0219,0.0752
104,high,47.34,C21,M,0.188,0.01763,0.0752
104,high,47.34,C21,M,0.208,0.01346,0.0752
104,high,47.34,C21,M,0.228,0.01061,0.0752
104,high,47.34,C21,M,0.248,0.00996,0.0752
104,high,47.34,C21,M,0.268,0.01078,0.0752
104,high,47.34,C21,M,0.288,0.01156,0.0752
104,high,47.34,C21,M,0.308,0.0108,0.0752
104,high,47.34,C21,M,0.328,0.00964,0.0752
104,high,47.34,C21,M,0.348,0.00782,0.0752
104,high,47.34,C21,M,0.368,0.00529,0.0752
104,high,47.34,C21,M,0.388,0.00301,0.0752
104,high,47.34,C21,M,0.408,0.00246,0.0752
104,high,47.34,C21,M,0.428,0.00261,0.0752
104,high,47.34,C21,M,0.448,0.00256,0.0752
104,high,47.34,C21,L,-0.449,0.00221,0.0752
104,high,47.34,C21,L,-0.429,0.00208,0.0752
104,high,47.34,C21,L,-0.409,0.00216,0.0752
104,high,47.34,C21,L,-0.389,0.00271,0.0752
104,high,47.34,C21,L,-0.369,0.00283,0.0752
104,high,47.34,C21,L,-0.349,0.00351,0.0752
104,high,47.34,C21,L,-0.329,0.00478,0.0752
104,high,47.34,C21,L,-0.309,0.0061,0.0752
104,high,47.34,C21,L,-0.289,0.00806,0.0752
104,high,47.34,C21,L,-0.269,0.01052,0.0752
104,high,47.34,C21,L,-0.249,0.01338,0.0752
104,high,47.34,C21,L,-0.229,0.01619,0.0752
104,high,47.34,C21,L,-0.209,0.01934,0.0752
104,high,47.34,C21,L,-0.189,0.02291,0.0752
104,high,47.34,C21,L,-0.169,0.02642,0.0752
104,high,47.34,C21,L,-0.149,0.0318,0.0752
104,high,47.34,C21,L,-0.129,0.04462,0.0752
104,high,47.34,C21,L,-0.109,0.08852,0.0752
104,high,47.34,C21,L,-0.089,0.20986,0.0752
104,high,47.34,C21,L,-0.069,0.42237,0.0752
104,high,47.34,C21,L,-0.049,0.67516,0.0752
104,high,47.34,C21,L,-0.029,0.88649,0.0752
104,high,47.34,C21,L,-0.009,1.0,0.0752
104,high,47.34,C21,L,0.011,0.99883,0.0752
104,high,47.34,C21,L,0.031,0.88925,0.0752
104,high,47.34,C21,L,0.051,0.69221,0.0752
104,high,47.34,C21,L,0.071,0.44518,0.0752
104,high,47.34,C21,L,0.091,0.21258,0.0752
104,high,47.34,C21,L,0.111,0.06441,0.0752
104,high,47.34,C21,L,0.131,0.01293,0.0752
104,high,47.34,C21,L,0.151,0.01278,0.0752
104,high,47.34,C21,L,0.171,0.01659,0.0752
104,high,47.34,C21,L,0.191,0.01188,0.0752
104,high,47.34,C21,L,0.211,0.00616,0.0752
104,high,47.34,C21,L,0.231,0.0037,0.0752
104,high,47.34,C21,L,0.251,0.00447,0.0752
104,high,47.34,C21,L,0.271,0.00563,0.0752
104,high,47.34,C21,L,0.291,0.00659,0.0752
104,high,47.34,C21,L,0.311,0.00775,0.0752
104,high,47.34,C21,L,0.331,0.00794,0.0752
104,high,47.34,C21,L,0.351,0.0068,0.0752
104,high,47.34,C21,L,0.371,0.00505,0.0752
104,high,47.34,C21,L,0.391,0.00394,0.0752
104,high,47.34,C21,L,0.411,0.00293,0.0752
104,high,47.34,C21,L,0.431,0.00215,0.0752
